tick,population,births_cum,deaths_cum,deaths_starvation,deaths_damage,deaths_predation,deaths_disaster,corpse_count,corpse_matter,corpse_energy,total_energy,total_biomass,nutrient_total,chemical_total,mean_age,max_age,max_generation,n_lineages,mean_body_size,mean_membrane_strength,mean_movement_power,mean_movement_efficiency,mean_sensory_range,mean_light_absorption,mean_chemical_absorption,mean_nutrient_absorption,mean_predation_efficiency,mean_corpse_digestion,mean_repair_rate,mean_damage_resistance,mean_reproduction_investment,mean_mutation_rate,var_body_size,var_membrane_strength,var_movement_power,var_movement_efficiency,var_sensory_range,var_light_absorption,var_chemical_absorption,var_nutrient_absorption,var_predation_efficiency,var_corpse_digestion,var_repair_rate,var_damage_resistance,var_reproduction_investment,var_mutation_rate
20,196,196,0,0,0,0,0,0,0,0,5834.437482,130.696499,3149.303501,1818.098142,19.45,20,1,100,1.000552,0.498998,0.499404,1.003372,0.398702,0.299723,0.300934,0.498354,0.050076,0.200602,0.299514,0.49923,0.397554,0.050331,0.001839,0.000402,0.00043,0.001705,0.000239,0.000125,0.000127,0.000411,3e-06,7.3e-05,0.000148,0.000441,0.000277,1.3e-05
40,197,197,0,0,0,0,0,0,0,0,6394.979239,192.257718,3087.742282,2183.317456,39.26,40,2,100,1.000071,0.498836,0.499483,1.004327,0.398848,0.29961,0.30111,0.498512,0.050058,0.200483,0.299562,0.499282,0.397377,0.050291,0.001875,0.000406,0.000429,0.001875,0.000242,0.000126,0.000132,0.000414,3e-06,7.5e-05,0.000148,0.000439,0.000282,1.3e-05
60,202,202,0,0,0,0,0,0,0,0,6638.336839,232.537717,3047.462283,2354.543188,58.2,60,2,100,0.999928,0.498876,0.498749,1.003053,0.398699,0.299565,0.301383,0.498466,0.050002,0.200549,0.299546,0.499051,0.397496,0.050394,0.001897,0.00046,0.000478,0.001958,0.000249,0.000133,0.000142,0.000409,4e-06,7.7e-05,0.000149,0.000444,0.000307,1.4e-05
80,201,206,5,5,0,0,0,4,2.714747,0.0,6789.708226,233.941684,3043.343569,2421.824855,76.73,80,2,100,0.999473,0.499121,0.499254,1.002235,0.398343,0.299653,0.301435,0.498043,0.050036,0.200561,0.299747,0.498333,0.39683,0.050463,0.001848,0.000469,0.000451,0.001975,0.000249,0.000134,0.000141,0.000431,4e-06,7.6e-05,0.000152,0.000445,0.000312,1.5e-05
100,204,218,14,14,0,0,0,9,5.044989,0.0,6940.902396,231.663148,3043.291863,2446.837918,91.41,100,2,99,1.00034,0.500345,0.499219,1.001091,0.398681,0.299427,0.301166,0.498446,0.050108,0.200374,0.299698,0.498119,0.396663,0.050381,0.001916,0.000469,0.000489,0.002026,0.000241,0.000139,0.00016,0.000502,4e-06,8.6e-05,0.000156,0.000455,0.000313,1.5e-05
120,207,225,18,18,0,0,0,5,1.400756,0.0,7127.082662,237.275455,3041.323789,2454.915571,107.71,120,2,99,1.000354,0.500306,0.498845,1.000254,0.398547,0.299722,0.300988,0.499282,0.050077,0.200069,0.299229,0.498778,0.396882,0.050295,0.001939,0.000477,0.000498,0.001977,0.000229,0.000155,0.000156,0.000495,5e-06,8.5e-05,0.00013,0.000449,0.000314,1.5e-05
140,212,233,21,21,0,0,0,4,0.557337,0.0,7274.939912,245.079574,3034.363089,2456.873832,123.1,140,2,99,1.000735,0.500632,0.498315,0.999044,0.398611,0.299679,0.301186,0.499047,0.050074,0.199942,0.298815,0.497889,0.397202,0.050408,0.002104,0.000501,0.000492,0.002018,0.000232,0.000159,0.000154,0.00051,5e-06,8.7e-05,0.000141,0.000498,0.000321,1.5e-05
160,218,241,23,23,0,0,0,3,0.890941,0.0,7375.894907,252.705959,3026.4031,2456.117972,138.1,160,2,99,1.001868,0.501707,0.498307,0.998962,0.399104,0.299943,0.301312,0.499983,0.050043,0.199662,0.29911,0.497989,0.397423,0.050277,0.002116,0.000533,0.00051,0.002031,0.000239,0.000183,0.000157,0.000581,5e-06,9.3e-05,0.000154,0.000512,0.000317,1.5e-05
180,219,246,27,27,0,0,0,5,2.231816,0.0,7447.338897,255.433457,3022.334728,2454.521307,154.19,180,2,98,1.001791,0.501547,0.498573,0.999875,0.398956,0.300286,0.301295,0.499873,0.050029,0.199759,0.299288,0.49825,0.39757,0.050337,0.002111,0.000529,0.000519,0.002242,0.000259,0.000189,0.000165,0.000586,5e-06,9.2e-05,0.000157,0.000532,0.000321,1.6e-05
200,223,254,31,31,0,0,0,6,2.750409,0.0,7501.913688,259.082974,3018.166617,2453.407448,167.86,200,2,97,1.003079,0.502003,0.498858,0.99872,0.398617,0.300237,0.30123,0.500106,0.049987,0.199406,0.299343,0.49772,0.398158,0.050498,0.00234,0.00052,0.000526,0.002266,0.000265,0.0002,0.000167,0.000613,5e-06,0.000104,0.00017,0.000556,0.000361,1.7e-05
220,222,255,33,33,0,0,0,5,2.553385,0.0,7553.837858,263.397531,3014.049085,2451.870873,186.75,220,2,97,1.002373,0.502424,0.498675,0.998366,0.398915,0.300152,0.301189,0.500316,0.050012,0.199504,0.299576,0.498259,0.398098,0.050506,0.002401,0.000552,0.000532,0.002197,0.000265,0.000199,0.000167,0.000618,5e-06,0.000106,0.000181,0.000548,0.000362,1.7e-05
240,227,265,38,38,0,0,0,8,4.03978,0.0,7562.77273,263.820355,3012.139865,2452.31124,197.95,240,2,97,1.00032,0.5018,0.499587,0.997666,0.398479,0.300369,0.301158,0.499772,0.049916,0.199602,0.299451,0.498387,0.398386,0.050496,0.002391,0.000571,0.000565,0.002615,0.000317,0.000208,0.000172,0.000686,5e-06,0.000116,0.00019,0.0006,0.00036,1.9e-05
260,229,271,42,42,0,0,0,9,3.408534,0.0,7571.111194,266.461099,3010.130367,2451.080478,212.59,260,3,96,0.999558,0.501741,0.499707,0.997037,0.398606,0.30041,0.300935,0.499144,0.04988,0.199575,0.299448,0.497524,0.39885,0.050347,0.002364,0.000578,0.000563,0.00264,0.000318,0.000207,0.000172,0.000714,5e-06,0.000117,0.000193,0.000591,0.000371,1.9e-05
280,228,274,46,46,0,0,0,12,4.284212,0.0,7564.395087,268.126593,3007.589195,2449.49175,229.34,280,3,95,0.998356,0.501551,0.499155,0.996122,0.398357,0.300591,0.300895,0.499325,0.049906,0.199495,0.299604,0.497674,0.398501,0.050318,0.002322,0.000544,0.00056,0.002684,0.000334,0.000204,0.000176,0.000724,6e-06,0.000117,0.000188,0.000604,0.000356,1.9e-05
300,232,280,48,48,0,0,0,11,3.893844,0.0,7529.259971,271.01799,3005.088167,2447.877723,243.85,300,3,95,0.99851,0.501438,0.49898,0.995973,0.398695,0.300792,0.300819,0.499279,0.04983,0.199592,0.29954,0.497954,0.398298,0.050347,0.002369,0.000529,0.000613,0.002779,0.000342,0.000216,0.000177,0.00073,5e-06,0.000114,0.000192,0.000601,0.000359,1.9e-05
320,234,283,49,49,0,0,0,11,3.522412,0.0,7464.20274,275.577899,3000.899689,2445.779938,261.15,320,3,95,0.998994,0.501457,0.498658,0.996545,0.398603,0.300897,0.300821,0.499534,0.049845,0.199565,0.299705,0.498587,0.398485,0.050357,0.002386,0.000528,0.000609,0.002781,0.000343,0.000215,0.000175,0.000744,5e-06,0.00012,0.000188,0.000595,0.000361,1.9e-05
340,234,285,51,51,0,0,0,11,3.831746,0.0,7376.367282,278.142425,2998.025829,2443.741786,279.76,340,3,95,0.999747,0.501241,0.498557,0.996981,0.398423,0.300853,0.300653,0.499121,0.049807,0.199443,0.299222,0.498319,0.398221,0.05039,0.002284,0.000507,0.000608,0.002756,0.000338,0.000217,0.000178,0.000739,5e-06,0.000119,0.000182,0.000594,0.000369,1.9e-05
360,232,287,55,55,0,0,0,14,4.798362,0.0,7297.695741,275.859284,2999.342354,2442.501133,298.04,360,3,94,0.99963,0.500799,0.49863,0.998105,0.398303,0.300868,0.300215,0.499353,0.049791,0.199412,0.299172,0.497869,0.398083,0.050385,0.002307,0.000474,0.000609,0.002797,0.000337,0.000212,0.000166,0.000743,5e-06,0.000116,0.000184,0.000586,0.000368,1.9e-05
380,229,291,62,62,0,0,0,18,7.797688,0.0,7238.579055,270.096899,3002.105412,2441.877951,312.7,380,3,92,1.000516,0.500831,0.498564,0.998574,0.398572,0.30062,0.300305,0.499205,0.049843,0.199135,0.299507,0.497544,0.398211,0.050298,0.002285,0.00048,0.000612,0.002765,0.000331,0.000215,0.00016,0.000722,6e-06,0.000112,0.000187,0.000597,0.000373,1.9e-05
400,230,297,67,67,0,0,0,19,8.75538,0.0,7202.678299,269.659055,3001.585565,2441.558661,325.07,400,3,91,0.99978,0.500746,0.498515,0.998879,0.399147,0.300402,0.300337,0.499018,0.049825,0.199273,0.299098,0.49778,0.398432,0.050221,0.002365,0.000494,0.000614,0.002894,0.000341,0.000227,0.000161,0.000742,6e-06,0.000112,0.000194,0.000582,0.00039,2e-05
420,232,303,71,71,0,0,0,17,7.11246,0.0,7173.093686,271.262267,3001.625273,2441.393433,338.63,420,3,91,1.000013,0.500444,0.497796,0.998756,0.399046,0.300304,0.300065,0.499514,0.049812,0.199246,0.299419,0.497476,0.398574,0.050262,0.002297,0.000477,0.000589,0.002626,0.000297,0.000228,0.000161,0.000719,6e-06,0.000112,0.00019,0.000581,0.000391,1.9e-05
440,230,309,79,79,0,0,0,19,7.979749,0.0,7177.90732,268.774652,3003.245599,2441.307487,350.79,440,3,90,1.000923,0.50081,0.497625,0.998776,0.39905,0.29975,0.30045,0.499956,0.049795,0.199354,0.29945,0.498115,0.398711,0.050482,0.002372,0.000515,0.000594,0.002515,0.00029,0.000214,0.000165,0.000708,6e-06,0.000113,0.000185,0.000574,0.000408,1.8e-05
460,227,312,85,85,0,0,0,22,9.129358,0.0,7180.08908,268.650766,3002.219876,2441.262657,368.95,460,3,90,1.002045,0.50057,0.497824,0.998823,0.399051,0.299822,0.300497,0.500015,0.049759,0.199655,0.299681,0.497736,0.399318,0.050419,0.002272,0.000514,0.000612,0.002539,0.000291,0.000216,0.000163,0.00073,6e-06,0.00012,0.000185,0.000589,0.000393,1.8e-05
480,232,321,89,89,0,0,0,21,8.089791,0.0,7203.336897,269.924592,3001.985617,2441.239236,376.74,480,3,89,1.001594,0.501203,0.497956,0.997983,0.398771,0.29961,0.300561,0.500325,0.049759,0.199809,0.299543,0.497656,0.398618,0.050376,0.002275,0.000527,0.000614,0.002567,0.000303,0.000214,0.000172,0.000731,6e-06,0.000125,0.000186,0.000576,0.000396,1.9e-05
500,233,324,91,91,0,0,0,22,7.677554,0.0,7215.365717,274.140529,2998.181918,2441.226987,392.96,500,3,89,1.002244,0.500977,0.498343,0.998215,0.39851,0.299758,0.300643,0.500455,0.04976,0.1997,0.299574,0.497314,0.398164,0.050364,0.002299,0.000531,0.000624,0.002535,0.000302,0.000229,0.000176,0.000729,6e-06,0.000118,0.000187,0.000572,0.000385,1.9e-05
520,235,328,93,93,0,0,0,19,6.60981,0.0,7200.768858,277.96926,2995.42093,2441.220577,407.82,520,3,89,1.001943,0.500637,0.498174,0.998994,0.3989,0.299462,0.300772,0.500593,0.04976,0.199914,0.29947,0.497334,0.397996,0.050356,0.00231,0.000537,0.000634,0.002472,0.000292,0.000237,0.000178,0.000728,6e-06,0.000118,0.000195,0.0006,0.000397,1.9e-05
540,237,332,95,95,0,0,0,20,6.990183,0.0,7162.901881,280.23365,2992.776167,2441.21722,421.01,540,3,89,1.001159,0.500613,0.498196,0.998562,0.398942,0.299555,0.300911,0.500831,0.049749,0.200041,0.299279,0.497414,0.39758,0.050347,0.002296,0.000538,0.000656,0.002522,0.000293,0.000246,0.000176,0.000729,6e-06,0.000121,0.000196,0.000614,0.000395,1.9e-05
560,239,337,98,98,0,0,0,21,6.202512,0.0,7134.281943,281.418388,2992.3791,2442.62256,433.72,560,3,89,1.000493,0.500561,0.498127,0.998758,0.399195,0.299398,0.301027,0.500362,0.049736,0.200199,0.298987,0.497614,0.397396,0.050298,0.002333,0.000556,0.000651,0.00263,0.000285,0.000249,0.000179,0.000714,6e-06,0.000116,0.000194,0.000618,0.000401,1.8e-05
580,235,340,105,105,0,0,0,28,9.10558,0.0,7127.021047,277.421934,2993.472486,2446.178981,452.41,580,3,89,1.000385,0.500655,0.498413,0.998229,0.398634,0.299685,0.301203,0.500555,0.049702,0.200319,0.298895,0.497944,0.397668,0.050238,0.002308,0.000562,0.000607,0.002514,0.000286,0.000233,0.000183,0.000687,6e-06,0.000118,0.000191,0.000581,0.000398,1.8e-05
600,232,344,112,112,0,0,0,31,10.680213,0.0,7168.968812,274.509125,2994.810662,2449.139132,467.74,600,3,88,1.000094,0.500434,0.498685,0.99819,0.398737,0.299336,0.301131,0.500311,0.049703,0.200648,0.299037,0.4976,0.397937,0.050181,0.002304,0.000558,0.000629,0.002545,0.000299,0.000233,0.000176,0.000702,6e-06,0.000116,0.000179,0.00058,0.000405,1.8e-05
620,229,349,120,120,0,0,0,35,9.842168,0.0,7263.55103,269.913197,3000.244635,2451.472016,484.28,620,3,88,0.999336,0.500543,0.49826,0.998504,0.398648,0.299613,0.30111,0.501019,0.049686,0.200737,0.299189,0.497265,0.39834,0.05017,0.002197,0.000584,0.000644,0.002622,0.000292,0.00024,0.000182,0.000711,6e-06,0.000113,0.000177,0.000608,0.000397,1.7e-05
640,224,354,130,130,0,0,0,39,11.989521,0.0,7397.759189,262.981383,3005.029096,2452.815091,498.47,640,3,88,0.999388,0.500838,0.497874,0.999224,0.398606,0.299773,0.301095,0.500142,0.04972,0.200805,0.299254,0.496942,0.398576,0.050123,0.002216,0.000592,0.000602,0.002753,0.000283,0.000221,0.000182,0.000645,6e-06,0.000117,0.000186,0.000611,0.000408,1.8e-05
660,227,361,134,134,0,0,0,39,10.392639,0.0,7565.70184,264.092733,3005.514627,2452.906359,507.63,660,3,88,0.997417,0.500444,0.499189,0.999955,0.398014,0.299618,0.300942,0.499518,0.04968,0.200948,0.299331,0.497068,0.398048,0.050122,0.002293,0.000596,0.000702,0.002633,0.000302,0.000253,0.000189,0.000708,6e-06,0.000115,0.000192,0.0006,0.00041,1.8e-05
680,227,366,139,139,0,0,0,42,10.087258,0.0,7748.024003,265.578192,3004.33455,2452.961439,519.14,680,3,88,0.997787,0.500199,0.499263,0.999373,0.39806,0.298984,0.301132,0.499147,0.04965,0.201001,0.298977,0.496195,0.398574,0.050185,0.002194,0.000617,0.000678,0.00253,0.000299,0.000244,0.000189,0.00074,6e-06,0.000116,0.000196,0.000604,0.000453,1.9e-05
700,229,370,141,141,0,0,0,41,8.613537,0.0,7899.812867,269.472361,3001.914102,2452.989489,532.84,700,3,88,0.99819,0.500519,0.499425,1.001279,0.397738,0.299011,0.301107,0.499364,0.049668,0.200868,0.298969,0.49628,0.398894,0.050215,0.002179,0.000614,0.000665,0.002733,0.000311,0.000248,0.000184,0.000742,6e-06,0.000114,0.000198,0.000605,0.000454,2e-05
720,230,374,144,144,0,0,0,41,7.4668,0.0,8055.979257,270.650092,3001.883108,2453.001676,547.97,720,3,88,0.997698,0.50067,0.499031,1.001855,0.397784,0.298858,0.300725,0.499297,0.049699,0.20077,0.299006,0.496319,0.398675,0.050207,0.002124,0.000651,0.000668,0.002797,0.00032,0.000243,0.000204,0.000776,6e-06,0.000127,0.000218,0.000605,0.000467,2e-05
740,236,382,146,146,0,0,0,42,7.131259,0.0,8185.452977,274.717357,2998.151384,2453.00658,552.34,740,3,88,0.997408,0.500884,0.498428,1.001569,0.397675,0.298984,0.300654,0.49871,0.049643,0.200688,0.298874,0.495411,0.398815,0.050343,0.002133,0.000674,0.000658,0.002913,0.000315,0.000255,0.000213,0.000847,6e-06,0.000126,0.000223,0.000656,0.000479,2e-05
760,239,387,148,148,0,0,0,43,8.350839,0.0,8276.971676,279.113957,2992.535204,2453.008434,560.84,760,3,87,0.997187,0.500724,0.498222,1.002141,0.396938,0.29899,0.301137,0.498741,0.049655,0.200526,0.298781,0.495447,0.399068,0.050317,0.002136,0.000678,0.000673,0.002928,0.000337,0.000253,0.00023,0.000834,6e-06,0.000123,0.000226,0.000652,0.000474,2.1e-05
780,241,394,153,153,0,0,0,43,7.774505,0.0,8378.89921,280.305115,2991.920381,2453.470849,571.44,780,3,87,0.997365,0.501483,0.498687,1.000638,0.397013,0.29847,0.300658,0.498241,0.049794,0.200606,0.298727,0.49554,0.399204,0.050384,0.002191,0.000699,0.00069,0.002938,0.000342,0.000251,0.000228,0.000841,7e-06,0.000135,0.000228,0.000653,0.000468,2.1e-05
800,246,400,154,154,0,0,0,37,6.370314,0.0,8467.461172,287.321126,2986.308561,2453.16562,579.06,800,3,87,0.998049,0.501459,0.498979,0.999876,0.397325,0.298585,0.301018,0.49825,0.049817,0.200711,0.298482,0.495271,0.399188,0.050345,0.002146,0.000723,0.000718,0.002909,0.00036,0.000242,0.000228,0.000833,7e-06,0.000134,0.000232,0.000654,0.000492,2.3e-05
820,250,408,158,158,0,0,0,36,6.081158,0.0,8512.158194,291.243128,2982.675713,2451.833947,582.02,820,3,87,0.997685,0.501777,0.499302,1.000701,0.397704,0.298265,0.300776,0.497789,0.049764,0.200737,0.29818,0.495956,0.399337,0.050416,0.002131,0.00072,0.000729,0.002993,0.000362,0.000255,0.000237,0.000839,7e-06,0.000136,0.000235,0.000653,0.000511,2.3e-05
840,250,414,164,164,0,0,0,35,5.814021,0.0,8550.298258,292.341745,2981.844234,2449.106284,595.03,840,3,87,0.997797,0.502379,0.499676,1.001357,0.398373,0.298646,0.300764,0.498132,0.049852,0.200809,0.298545,0.495021,0.399604,0.050485,0.002097,0.000724,0.00075,0.002844,0.00038,0.000267,0.000236,0.000845,6e-06,0.000137,0.000241,0.000701,0.0005,2.3e-05
860,252,421,169,169,0,0,0,32,6.5348,0.0,8595.638752,295.144101,2978.321098,2448.47331,600.92,860,3,86,0.998826,0.502225,0.499797,1.000943,0.398365,0.298554,0.300882,0.499068,0.049888,0.201014,0.299053,0.494733,0.40003,0.050624,0.002374,0.000729,0.000742,0.002845,0.000382,0.000275,0.000236,0.000891,6e-06,0.000154,0.000235,0.000685,0.000488,2.3e-05
880,251,425,174,174,0,0,0,32,5.688927,0.0,8648.623998,295.706096,2978.604976,2447.509173,617.01,880,3,86,0.999221,0.501667,0.499579,0.999745,0.398179,0.297765,0.300975,0.500095,0.049919,0.200722,0.299023,0.495127,0.400048,0.050529,0.002402,0.000763,0.000728,0.002861,0.000387,0.000277,0.000235,0.000909,7e-06,0.00016,0.000243,0.000647,0.000477,2.2e-05
900,256,432,176,176,0,0,0,31,6.033851,0.0,8684.400294,299.227029,2974.73912,2446.101413,623.32,900,3,86,0.999437,0.502053,0.499628,0.999285,0.398451,0.297615,0.301069,0.500465,0.050021,0.200799,0.299211,0.495143,0.400069,0.050571,0.002366,0.000732,0.000774,0.002844,0.000375,0.000282,0.000215,0.000882,8e-06,0.000155,0.00025,0.000658,0.000476,2.2e-05
920,260,440,180,180,0,0,0,33,6.218891,0.0,8710.582844,302.551393,2971.229716,2445.15864,625.15,920,3,85,0.99911,0.502151,0.499866,0.998632,0.398715,0.297589,0.300884,0.500504,0.050051,0.200945,0.29895,0.495532,0.400074,0.050624,0.002407,0.00081,0.000843,0.002906,0.000405,0.000298,0.000212,0.00093,8e-06,0.000165,0.000259,0.000663,0.000474,2.2e-05
940,265,448,183,183,0,0,0,32,6.279491,0.0,8685.72275,309.706285,2964.014224,2444.662008,628.79,940,3,85,0.999983,0.502949,0.500056,0.998758,0.399435,0.297579,0.300718,0.500206,0.050059,0.200626,0.299097,0.495352,0.399797,0.050538,0.002443,0.000832,0.000891,0.003037,0.000413,0.000302,0.000214,0.000938,7e-06,0.000165,0.000265,0.00066,0.000466,2.2e-05
960,268,455,187,187,0,0,0,32,5.206008,0.0,8622.431831,314.372174,2960.421817,2443.433102,638.73,960,3,85,0.999681,0.503054,0.500397,0.999557,0.399484,0.29809,0.300701,0.500697,0.049999,0.200469,0.299262,0.495691,0.398999,0.05055,0.002546,0.00086,0.000896,0.003079,0.000427,0.000291,0.000211,0.000922,8e-06,0.000165,0.00026,0.000689,0.000456,2.3e-05
980,273,462,189,189,0,0,0,32,4.648587,0.0,8529.497921,319.408164,2955.943249,2440.074931,644.74,980,4,85,0.999501,0.503126,0.500976,0.998755,0.39909,0.297706,0.300717,0.500631,0.050062,0.200281,0.29909,0.495931,0.399151,0.050506,0.002493,0.000989,0.000941,0.003186,0.000463,0.000299,0.000208,0.000904,7e-06,0.000161,0.000268,0.000688,0.000458,2.3e-05
1000,267,468,201,201,0,0,0,35,9.472046,0.0,8429.448534,313.198833,2957.32912,2435.869582,657.93,1000,4,85,1.00031,0.503021,0.501073,0.997771,0.398683,0.297655,0.300111,0.500484,0.050022,0.199928,0.299528,0.49616,0.399313,0.050486,0.002586,0.001013,0.000983,0.003205,0.000461,0.000313,0.000204,0.000895,8e-06,0.000167,0.000289,0.000689,0.000453,2.5e-05
1020,262,472,210,210,0,0,0,37,9.177267,0.0,8385.375997,310.502531,2960.320201,2432.682658,680.99,1020,4,85,0.999903,0.503506,0.500989,0.997501,0.399171,0.297893,0.300041,0.500382,0.049959,0.199829,0.298966,0.496703,0.398949,0.050442,0.00238,0.001044,0.001017,0.003318,0.000458,0.000307,0.000202,0.000897,8e-06,0.000162,0.000281,0.00071,0.000441,2.5e-05
1040,261,476,215,215,0,0,0,33,6.074123,0.0,8381.345743,309.597612,2964.328265,2431.626842,698.77,1040,4,85,1.000259,0.503569,0.50013,0.996868,0.3992,0.298156,0.300258,0.500968,0.049897,0.199708,0.298877,0.496763,0.398873,0.050443,0.002416,0.001072,0.001037,0.003484,0.000452,0.000298,0.000201,0.000888,7e-06,0.000162,0.000281,0.00069,0.00044,2.5e-05
1060,263,483,220,220,0,0,0,33,6.840723,0.0,8368.090754,308.82534,2964.333937,2431.601649,708.52,1060,4,85,1.001143,0.503749,0.499839,0.99673,0.399146,0.298504,0.300107,0.500803,0.049831,0.199495,0.299438,0.496591,0.398278,0.050479,0.002475,0.00105,0.001051,0.00353,0.000463,0.0003,0.000214,0.000893,7e-06,0.000159,0.000282,0.000707,0.000426,2.4e-05
1080,265,493,228,228,0,0,0,32,7.638849,0.0,8363.511628,306.97488,2965.386271,2428.691697,712.88,1080,4,85,1.001407,0.503025,0.500131,0.997369,0.398548,0.298592,0.300202,0.501248,0.049808,0.199441,0.298877,0.497416,0.398922,0.050587,0.002701,0.001026,0.001096,0.003754,0.000478,0.000314,0.000229,0.000922,7e-06,0.000165,0.000291,0.000712,0.000463,2.5e-05
1100,265,497,232,232,0,0,0,29,5.688543,0.0,8371.014554,311.6959,2962.615556,2422.921652,729.35,1100,4,85,1.001686,0.502954,0.500973,0.99719,0.398732,0.298553,0.300352,0.501087,0.049854,0.199503,0.298902,0.496852,0.398871,0.050462,0.002627,0.001014,0.001126,0.003707,0.000448,0.000311,0.000227,0.000924,7e-06,0.000165,0.000283,0.000655,0.00046,2.4e-05
1120,269,507,238,238,0,0,0,30,6.310474,0.0,8369.764619,312.711612,2960.977913,2414.395548,733.81,1120,4,85,1.002056,0.503363,0.501463,0.998564,0.398601,0.298187,0.300442,0.501436,0.049912,0.199288,0.299342,0.497119,0.398711,0.050625,0.002594,0.001023,0.00115,0.003862,0.000447,0.000307,0.000236,0.00094,8e-06,0.000182,0.000307,0.000673,0.000442,2.5e-05
1140,266,516,250,250,0,0,0,37,10.585451,0.0,8350.492222,308.63676,2960.777789,2406.201178,741.78,1140,4,85,1.003585,0.504108,0.501807,1.001661,0.397959,0.298949,0.300073,0.500639,0.049859,0.20003,0.299224,0.497923,0.398949,0.050723,0.002582,0.00098,0.001184,0.003961,0.000451,0.000304,0.00024,0.000982,8e-06,0.000184,0.000293,0.000736,0.000449,2.5e-05
1160,265,522,257,257,0,0,0,32,7.656848,0.0,8355.379139,311.60924,2960.733911,2396.967253,752.06,1160,4,85,1.003954,0.50329,0.501044,1.000361,0.397837,0.299476,0.300038,0.500572,0.049839,0.199984,0.298795,0.497965,0.398997,0.050681,0.002451,0.001019,0.001195,0.003916,0.000457,0.000306,0.000243,0.000996,8e-06,0.000182,0.0003,0.00072,0.000472,2.5e-05
1180,263,528,265,265,0,0,0,37,9.378725,0.0,8350.428443,309.669543,2960.951732,2396.969881,766.62,1180,4,85,1.004388,0.502723,0.500866,1.001529,0.398207,0.299354,0.300355,0.501078,0.049837,0.200023,0.299023,0.497434,0.399041,0.05077,0.00252,0.001,0.001174,0.003904,0.000486,0.000303,0.000247,0.001002,8e-06,0.000184,0.00031,0.000713,0.000463,2.5e-05
1200,263,532,269,269,0,0,0,38,8.59719,0.0,8349.023014,311.606205,2959.796606,2399.696535,784.21,1200,4,85,1.003822,0.502445,0.50166,1.002357,0.397876,0.299468,0.300236,0.501174,0.049836,0.200448,0.298873,0.497823,0.399074,0.050781,0.002462,0.000994,0.00116,0.003862,0.000482,0.0003,0.000252,0.000995,8e-06,0.000182,0.000304,0.000714,0.000462,2.6e-05
1220,259,534,275,275,0,0,0,38,8.266939,0.0,8363.219193,309.059165,2962.673897,2403.442397,803.62,1220,4,85,1.003619,0.501936,0.502108,1.001944,0.397308,0.299856,0.300142,0.50194,0.049814,0.2005,0.299248,0.498263,0.398778,0.050859,0.002417,0.001002,0.001215,0.003903,0.000482,0.000287,0.000236,0.000978,8e-06,0.00019,0.000302,0.000724,0.00047,2.7e-05
1240,256,539,283,283,0,0,0,39,7.523982,0.0,8408.928846,304.56355,2967.912468,2405.252054,822.77,1240,4,85,1.003859,0.502057,0.502352,1.001324,0.397363,0.299887,0.300153,0.501982,0.049762,0.200348,0.298927,0.498591,0.398268,0.050975,0.002461,0.00104,0.001171,0.003714,0.000467,0.000288,0.000227,0.000965,8e-06,0.000188,0.000305,0.00074,0.00047,2.7e-05
1260,259,548,289,289,0,0,0,38,7.118085,0.0,8468.507186,303.163739,2969.718176,2405.527226,820.41,1260,4,85,1.003414,0.501816,0.502084,0.999996,0.397364,0.299482,0.300421,0.501453,0.049782,0.200502,0.298938,0.498372,0.398984,0.050811,0.002599,0.001073,0.001178,0.003431,0.000464,0.000287,0.000245,0.000981,8e-06,0.0002,0.000328,0.000764,0.000482,2.7e-05
1280,259,555,296,296,0,0,0,39,8.027849,0.0,8518.560027,303.514679,2968.457473,2404.555696,835.99,1280,4,85,1.002879,0.502004,0.502088,0.999337,0.397779,0.299618,0.300635,0.501891,0.04978,0.20042,0.298248,0.498302,0.398702,0.050756,0.002591,0.001086,0.001171,0.003559,0.00047,0.000295,0.00024,0.000947,8e-06,0.000201,0.000316,0.00078,0.000487,2.7e-05
1300,264,563,299,299,0,0,0,39,7.709735,0.0,8527.683784,310.191448,2962.098817,2403.35814,837.44,1300,4,85,1.003374,0.50239,0.502554,0.99749,0.397723,0.299795,0.300601,0.501924,0.049684,0.200376,0.298709,0.498946,0.398187,0.05081,0.002717,0.00107,0.001172,0.003451,0.000453,0.000303,0.000245,0.000944,9e-06,0.000203,0.000312,0.000803,0.000483,3e-05
1320,266,569,303,303,0,0,0,39,6.19984,0.0,8535.19344,313.736795,2960.063365,2402.664061,842.49,1320,4,85,1.002916,0.502455,0.502733,0.997425,0.397559,0.299364,0.300443,0.502395,0.049635,0.200217,0.298447,0.498535,0.398394,0.050791,0.002724,0.001093,0.001181,0.003403,0.000463,0.000329,0.000245,0.001024,8e-06,0.00021,0.000314,0.000795,0.000486,3.1e-05
1340,263,575,312,312,0,0,0,42,7.43371,0.0,8528.832345,309.743769,2962.822521,2402.316582,856.55,1340,4,85,1.003091,0.502911,0.503183,0.996782,0.397193,0.299203,0.300664,0.502682,0.049672,0.2002,0.29858,0.498353,0.398291,0.050781,0.00272,0.001081,0.001189,0.003459,0.000435,0.000321,0.00025,0.000977,8e-06,0.000212,0.00031,0.000813,0.000455,3.1e-05
