tick,population,births_cum,deaths_cum,deaths_starvation,deaths_damage,deaths_predation,deaths_disaster,corpse_count,corpse_matter,corpse_energy,total_energy,total_biomass,nutrient_total,chemical_total,mean_age,max_age,max_generation,n_lineages,mean_body_size,mean_membrane_strength,mean_movement_power,mean_movement_efficiency,mean_sensory_range,mean_light_absorption,mean_chemical_absorption,mean_nutrient_absorption,mean_predation_efficiency,mean_corpse_digestion,mean_repair_rate,mean_damage_resistance,mean_reproduction_investment,mean_mutation_rate,var_body_size,var_membrane_strength,var_movement_power,var_movement_efficiency,var_sensory_range,var_light_absorption,var_chemical_absorption,var_nutrient_absorption,var_predation_efficiency,var_corpse_digestion,var_repair_rate,var_damage_resistance,var_reproduction_investment,var_mutation_rate
5700,382,2327,1945,1945,0,0,0,48,8.7077,0.0,12367.652444,453.239678,2818.052623,2394.5531,2179.86,5700,9,82,1.008771,0.51044,0.506651,0.990437,0.39764,0.317873,0.302537,0.5069,0.050254,0.201442,0.297438,0.50034,0.39929,0.051746,0.006394,0.002197,0.002587,0.009132,0.001019,0.000896,0.000746,0.002415,2.1e-05,0.000403,0.00064,0.002599,0.001159,7.9e-05
5720,387,2340,1953,1953,0,0,0,50,10.928065,0.0,12277.123309,453.731908,2815.340027,2392.991812,2162.88,5720,9,82,1.008364,0.511154,0.507058,0.990062,0.397666,0.318033,0.302145,0.507394,0.050265,0.201467,0.297235,0.500603,0.399189,0.051697,0.006412,0.002211,0.002558,0.009394,0.001026,0.000915,0.000737,0.002314,2.1e-05,0.000394,0.000644,0.002569,0.001183,8e-05
5740,378,2347,1969,1969,0,0,0,58,13.760932,0.0,12215.867953,447.637294,2818.601774,2391.733681,2215.0,5740,9,82,1.009963,0.511903,0.507961,0.988428,0.397895,0.317966,0.302568,0.507065,0.050295,0.201666,0.297097,0.500273,0.399402,0.051452,0.006369,0.002229,0.002512,0.009027,0.00101,0.000911,0.000758,0.002392,2.1e-05,0.000411,0.00066,0.002556,0.001129,7.7e-05
5760,376,2356,1980,1980,0,0,0,58,11.568103,0.0,12182.439411,447.041915,2821.389982,2392.789435,2232.98,5760,9,82,1.009871,0.510991,0.507767,0.987889,0.3976,0.317492,0.3025,0.508018,0.050351,0.201595,0.297268,0.499459,0.399824,0.051622,0.006452,0.002182,0.002603,0.00893,0.001002,0.000912,0.000758,0.002435,2.1e-05,0.000411,0.000643,0.002568,0.001115,7.7e-05
5780,378,2366,1988,1988,0,0,0,60,12.51658,0.0,12148.32915,448.25295,2819.23047,2393.862128,2235.54,5780,9,82,1.010379,0.510312,0.507869,0.988773,0.398104,0.317456,0.302188,0.507838,0.05033,0.201785,0.297561,0.500016,0.399121,0.051537,0.006321,0.002181,0.002583,0.008997,0.001041,0.000922,0.000723,0.002438,2.1e-05,0.000411,0.00066,0.002545,0.001034,7.3e-05
5800,379,2375,1996,1996,0,0,0,59,12.734307,0.0,12129.886123,448.819283,2818.44641,2394.311039,2243.32,5800,9,82,1.009117,0.510772,0.508414,0.985784,0.398379,0.31796,0.30291,0.508715,0.050304,0.201936,0.29766,0.500439,0.399115,0.051556,0.006339,0.002239,0.002489,0.008839,0.00101,0.000951,0.000735,0.002424,2.1e-05,0.000403,0.000666,0.002552,0.001086,7.3e-05
5820,376,2382,2006,2006,0,0,0,62,12.742566,0.0,12130.960797,447.534843,2819.722592,2394.488422,2252.92,5820,9,81,1.008551,0.51042,0.507728,0.984991,0.397994,0.317799,0.303413,0.509447,0.050279,0.201732,0.297293,0.500296,0.39932,0.051558,0.00642,0.002126,0.002507,0.008595,0.001013,0.000978,0.000793,0.002327,2.1e-05,0.000386,0.000664,0.002526,0.001099,7.4e-05
5840,379,2391,2012,2012,0,0,0,61,13.127749,0.0,12128.315622,448.357244,2818.515007,2394.555123,2245.7,5840,9,81,1.008107,0.510854,0.507307,0.98453,0.397878,0.318157,0.303393,0.509103,0.050213,0.201393,0.297327,0.500408,0.399268,0.051568,0.006745,0.002224,0.002548,0.008651,0.001063,0.000954,0.000787,0.002305,2.1e-05,0.000401,0.000657,0.00259,0.001125,7.5e-05
5860,375,2397,2022,2022,0,0,0,59,13.835931,0.0,12126.531022,445.437897,2820.726172,2394.578673,2268.26,5860,9,81,1.007021,0.510659,0.506221,0.984904,0.397961,0.318225,0.303204,0.508362,0.050229,0.202086,0.297265,0.49994,0.398781,0.051624,0.006847,0.002187,0.002574,0.008464,0.00105,0.000951,0.000807,0.002317,2.1e-05,0.000414,0.000661,0.002638,0.001137,7.4e-05
5880,375,2407,2032,2032,0,0,0,61,14.361622,0.0,12173.208474,441.284032,2824.354347,2394.58613,2270.18,5880,9,81,1.005712,0.509594,0.50606,0.986072,0.398257,0.318104,0.303163,0.507885,0.050303,0.202735,0.297038,0.498947,0.397908,0.05154,0.007092,0.002112,0.002563,0.008483,0.001026,0.000949,0.000797,0.002351,2e-05,0.00043,0.000668,0.002564,0.00112,7.3e-05
5900,376,2419,2043,2043,0,0,0,67,16.825055,0.0,12231.363251,438.510308,2824.664637,2394.587947,2274.82,5900,9,81,1.006057,0.509102,0.506146,0.98553,0.398212,0.318767,0.30277,0.507016,0.050359,0.202688,0.297967,0.49978,0.398247,0.051506,0.00723,0.002051,0.002572,0.00856,0.001008,0.000994,0.000799,0.002474,2.1e-05,0.000419,0.000702,0.002672,0.001101,7.1e-05
5920,366,2425,2059,2059,0,0,0,72,17.170839,0.0,12349.322122,430.344312,2832.484849,2397.079648,2347.01,5920,9,81,1.005439,0.509485,0.504314,0.98521,0.397939,0.318988,0.303049,0.506493,0.050368,0.20268,0.297242,0.498511,0.397821,0.051529,0.007502,0.002051,0.00244,0.008569,0.000974,0.00101,0.000799,0.002465,2.2e-05,0.000426,0.000678,0.002712,0.001089,7e-05
5940,371,2438,2067,2067,0,0,0,72,17.857074,0.0,12463.684808,433.741706,2828.401219,2398.444199,2316.49,5940,9,81,1.005618,0.508459,0.503934,0.985854,0.39776,0.318709,0.303832,0.506712,0.050296,0.203046,0.296842,0.498756,0.397813,0.051526,0.007486,0.002117,0.002342,0.008449,0.001011,0.000996,0.000851,0.002466,2.2e-05,0.000433,0.000684,0.002611,0.001097,7.2e-05
5960,372,2449,2077,2077,0,0,0,73,17.251862,0.0,12568.937741,434.866235,2827.881903,2399.052079,2321.74,5960,9,81,1.005843,0.508044,0.504429,0.987581,0.397465,0.318142,0.303849,0.506131,0.050283,0.202864,0.297447,0.4991,0.397951,0.05147,0.007268,0.002131,0.002259,0.008402,0.001035,0.000975,0.000857,0.002455,2.1e-05,0.000446,0.000692,0.002566,0.001057,7.2e-05
5980,376,2458,2082,2082,0,0,0,72,16.256273,0.0,12628.654836,442.772212,2820.971515,2399.315178,2298.57,5980,9,81,1.006661,0.506749,0.503832,0.987774,0.397117,0.318781,0.30363,0.506088,0.050308,0.203271,0.297136,0.499249,0.397613,0.051631,0.007366,0.002109,0.002202,0.008553,0.001011,0.001038,0.000866,0.002505,2.2e-05,0.000461,0.000691,0.002571,0.001092,7.4e-05
6000,373,2463,2090,2090,0,0,0,70,14.453096,0.0,12663.211916,443.813464,2821.73344,2400.33026,2310.77,6000,9,81,1.006281,0.507291,0.503921,0.988404,0.397106,0.319477,0.303621,0.505429,0.05038,0.202997,0.297185,0.498724,0.398476,0.051656,0.007724,0.002157,0.002161,0.008974,0.001032,0.001041,0.000862,0.00251,2.2e-05,0.000454,0.000702,0.002622,0.001119,7.4e-05
6020,377,2475,2098,2098,0,0,0,68,13.553337,0.0,12698.533068,443.089828,2823.356835,2402.280161,2279.36,6020,9,81,1.008556,0.507159,0.504345,0.989321,0.396488,0.320773,0.303794,0.506764,0.050324,0.202834,0.297405,0.500824,0.398739,0.051891,0.00783,0.002285,0.002283,0.009222,0.001039,0.001069,0.000925,0.002641,2.2e-05,0.000456,0.000731,0.002815,0.001163,7.8e-05
6040,385,2486,2101,2101,0,0,0,65,12.30352,0.0,12679.206023,452.584422,2815.112058,2403.162538,2250.69,6040,9,81,1.008371,0.508492,0.504398,0.988264,0.397012,0.320941,0.303544,0.506374,0.05025,0.202637,0.297636,0.501338,0.399074,0.051815,0.007862,0.002406,0.002417,0.009447,0.00106,0.001073,0.000949,0.002663,2.3e-05,0.000478,0.000728,0.0028,0.001186,7.9e-05
6060,389,2496,2107,2107,0,0,0,67,12.300169,0.0,12587.005994,459.14505,2808.554781,2403.546348,2241.92,6060,9,81,1.009194,0.507937,0.504619,0.990023,0.397678,0.321076,0.303887,0.50745,0.050239,0.202499,0.297417,0.501906,0.398606,0.051974,0.007751,0.002356,0.002361,0.009272,0.001034,0.001134,0.000927,0.002641,2.3e-05,0.000477,0.000725,0.002745,0.001178,7.9e-05
6080,381,2501,2120,2120,0,0,0,71,14.15461,0.0,12521.873811,453.556426,2812.288965,2403.710401,2302.37,6080,9,81,1.008368,0.508122,0.505074,0.990675,0.398066,0.321059,0.303615,0.507823,0.050255,0.202452,0.297065,0.501743,0.398811,0.051945,0.007734,0.002408,0.002376,0.009364,0.001029,0.001133,0.00091,0.002648,2.3e-05,0.000448,0.000687,0.002808,0.001189,8e-05
6100,379,2511,2132,2132,0,0,0,74,14.051841,0.0,12524.837211,447.242758,2818.705401,2403.779996,2320.85,6100,9,81,1.007267,0.509224,0.505277,0.989523,0.398264,0.321723,0.303707,0.507287,0.050208,0.202192,0.297809,0.502084,0.398529,0.051767,0.007601,0.002348,0.002304,0.00938,0.001072,0.001148,0.000888,0.002575,2.2e-05,0.000442,0.000659,0.002797,0.001192,8.1e-05
6120,381,2521,2140,2140,0,0,0,72,12.216111,0.0,12548.233842,448.937979,2818.845911,2404.167639,2324.22,6120,9,81,1.008691,0.510311,0.505501,0.989654,0.398079,0.322103,0.303682,0.50668,0.05021,0.201901,0.297945,0.503143,0.398554,0.051772,0.00759,0.002431,0.002387,0.009507,0.00107,0.001146,0.000925,0.002557,2.2e-05,0.00045,0.000683,0.002717,0.001186,8.4e-05
6140,384,2532,2148,2148,0,0,0,71,13.253405,0.0,12541.124069,451.677905,2815.06869,2404.330793,2307.27,6140,9,81,1.009925,0.510615,0.505531,0.988317,0.398039,0.32222,0.303872,0.505994,0.050209,0.201856,0.297845,0.501871,0.398701,0.051685,0.007412,0.002428,0.002299,0.009489,0.00108,0.001147,0.000929,0.002535,2.2e-05,0.00044,0.000706,0.002754,0.001171,8.4e-05
6160,381,2538,2157,2157,0,0,0,69,11.671617,0.0,12532.15857,452.765238,2815.563144,2406.707625,2337.48,6160,9,81,1.010412,0.510391,0.506039,0.989675,0.397126,0.322296,0.303971,0.506067,0.050202,0.201797,0.297779,0.501495,0.399187,0.051673,0.007366,0.002396,0.002309,0.009609,0.001066,0.001152,0.000939,0.002587,2.2e-05,0.000434,0.000706,0.002682,0.001157,8.3e-05
6180,376,2548,2172,2172,0,0,0,74,15.238391,0.0,12551.037932,445.779856,2818.981753,2407.698501,2351.81,6180,9,81,1.011142,0.511309,0.506166,0.989545,0.397347,0.322226,0.30347,0.505727,0.050102,0.201456,0.29763,0.501035,0.399473,0.051794,0.007233,0.00252,0.002336,0.009653,0.001092,0.001149,0.000893,0.002576,2e-05,0.000448,0.0007,0.002734,0.001178,8.4e-05
6200,379,2559,2180,2180,0,0,0,71,14.7736,0.0,12610.994521,446.664876,2818.561524,2406.995132,2326.91,6200,9,81,1.01227,0.510503,0.506444,0.989367,0.397793,0.322778,0.302775,0.506196,0.050099,0.201892,0.297498,0.500648,0.399226,0.051919,0.007147,0.002525,0.002262,0.009568,0.001088,0.001148,0.000863,0.002621,2e-05,0.000451,0.000706,0.002696,0.001175,8.7e-05
6220,382,2570,2188,2188,0,0,0,70,15.278579,0.0,12641.49965,449.813044,2814.908376,2405.857101,2324.1,6220,9,81,1.010372,0.510596,0.505851,0.990801,0.397783,0.321913,0.303217,0.507007,0.050045,0.201507,0.297312,0.500085,0.398653,0.051839,0.00718,0.002554,0.002238,0.009844,0.001086,0.00114,0.000838,0.00261,2e-05,0.000439,0.000695,0.002737,0.00112,8.8e-05
6240,380,2577,2197,2197,0,0,0,69,13.08389,0.0,12685.841351,451.750642,2815.165468,2405.228171,2351.46,6240,9,81,1.011225,0.510369,0.504476,0.990106,0.397222,0.32251,0.303512,0.507178,0.050082,0.201838,0.297776,0.500038,0.399463,0.051667,0.007118,0.002538,0.0021,0.009839,0.00108,0.001191,0.000832,0.002576,1.9e-05,0.000435,0.000672,0.002639,0.001123,8.4e-05
6260,379,2587,2208,2208,0,0,0,70,13.644699,0.0,12737.618196,447.991123,2818.364178,2404.045184,2362.87,6260,9,81,1.010809,0.509273,0.505955,0.99036,0.397791,0.321651,0.303675,0.506198,0.05009,0.202571,0.298182,0.499614,0.398687,0.051684,0.007147,0.00233,0.002066,0.009306,0.001063,0.001166,0.000809,0.002445,1.9e-05,0.000407,0.000672,0.002571,0.001083,8.3e-05
6280,383,2602,2219,2219,0,0,0,72,17.106768,0.0,12790.991048,447.865926,2815.027306,2402.073763,2344.77,6280,9,81,1.010583,0.508587,0.507156,0.990669,0.397396,0.321281,0.304083,0.504684,0.050112,0.202562,0.297584,0.498457,0.399108,0.051749,0.007097,0.002415,0.002139,0.00934,0.001061,0.001158,0.000826,0.002495,1.9e-05,0.000427,0.000684,0.002587,0.001099,8.5e-05
6300,386,2613,2227,2227,0,0,0,66,12.650266,0.0,12848.584674,453.58486,2813.764874,2399.507765,2334.0,6300,9,81,1.009517,0.508162,0.506736,0.98846,0.397874,0.320769,0.303929,0.504886,0.050125,0.202643,0.297366,0.497997,0.399093,0.051716,0.007265,0.002432,0.002159,0.009492,0.001039,0.001163,0.000827,0.002489,2e-05,0.000419,0.000702,0.002578,0.001088,8.6e-05
6320,384,2621,2237,2237,0,0,0,65,13.542268,0.0,12874.364907,455.41567,2811.042062,2397.423922,2358.12,6320,9,81,1.010211,0.507775,0.505979,0.986107,0.397869,0.3214,0.304152,0.506274,0.050126,0.203216,0.297073,0.498443,0.39875,0.051617,0.007363,0.00236,0.002158,0.009141,0.001071,0.001216,0.000878,0.002604,2e-05,0.000422,0.00071,0.002606,0.001097,8.8e-05
6340,384,2628,2244,2244,0,0,0,57,11.466219,0.0,12892.941637,457.925834,2810.607947,2396.260498,2352.53,6340,9,81,1.010566,0.508038,0.505559,0.986644,0.397619,0.321339,0.304126,0.506613,0.050137,0.203402,0.297329,0.498704,0.399143,0.051677,0.007475,0.002387,0.002224,0.009346,0.001106,0.001216,0.000879,0.00258,2.1e-05,0.00043,0.000715,0.002651,0.001135,8.9e-05
6360,392,2643,2251,2251,0,0,0,54,12.339023,0.0,12883.714063,459.606816,2808.054161,2395.672787,2316.05,6360,9,81,1.008659,0.508077,0.505728,0.985245,0.397736,0.320865,0.304725,0.506469,0.050156,0.203503,0.297148,0.499172,0.398222,0.051698,0.00747,0.002498,0.002344,0.009222,0.001087,0.001197,0.000902,0.002517,2.1e-05,0.000438,0.000714,0.002721,0.001127,9.1e-05
6380,391,2657,2266,2266,0,0,0,56,11.025397,0.0,12884.834544,457.423515,2811.551088,2394.88944,2334.52,6380,9,81,1.008263,0.508131,0.505754,0.982145,0.397577,0.320687,0.304088,0.505503,0.050149,0.203598,0.296401,0.498775,0.398087,0.05159,0.007276,0.002423,0.002388,0.008514,0.001065,0.001167,0.000866,0.002548,2.1e-05,0.00044,0.000722,0.002777,0.001129,9e-05
6400,386,2664,2278,2278,0,0,0,56,12.310384,0.0,12895.086545,457.584905,2810.104711,2392.25952,2369.04,6400,9,81,1.007072,0.507614,0.506348,0.981909,0.397358,0.320397,0.304364,0.504711,0.050231,0.203486,0.297389,0.498985,0.397991,0.051577,0.007088,0.002338,0.002355,0.008505,0.001061,0.001196,0.000864,0.002374,2e-05,0.000401,0.000726,0.002596,0.0012,8.8e-05
6420,394,2682,2288,2288,0,0,0,59,13.102119,0.0,12877.471471,457.140574,2809.757307,2389.50818,2330.3,6420,9,81,1.006716,0.506984,0.505955,0.981052,0.397283,0.320568,0.304346,0.503287,0.050297,0.203275,0.297659,0.500964,0.398128,0.051581,0.006801,0.002306,0.002362,0.008584,0.00111,0.001246,0.000823,0.002357,2e-05,0.000409,0.000739,0.002618,0.001255,9.1e-05
6440,395,2692,2297,2297,0,0,0,56,10.967163,0.0,12887.908567,460.840012,2808.192825,2389.835065,2333.97,6440,9,81,1.004818,0.506302,0.506034,0.984282,0.397385,0.320211,0.304311,0.503305,0.050176,0.203306,0.297111,0.499164,0.397876,0.051622,0.007037,0.002248,0.002316,0.008697,0.001114,0.001208,0.000799,0.002419,2.1e-05,0.000403,0.00074,0.002636,0.001226,8.9e-05
6460,394,2700,2306,2306,0,0,0,58,11.759455,0.0,12857.894513,464.461121,2803.779425,2389.697499,2351.95,6460,9,81,1.00409,0.505475,0.506665,0.984663,0.39697,0.319907,0.3046,0.503571,0.050116,0.2035,0.296925,0.49947,0.397418,0.051666,0.00724,0.002259,0.002509,0.008684,0.001063,0.001189,0.000823,0.00244,2.1e-05,0.000403,0.000753,0.00279,0.001211,9.3e-05
6480,399,2709,2310,2310,0,0,0,56,11.718485,0.0,12821.060091,470.571061,2797.710454,2388.514189,2340.13,6480,9,81,1.00386,0.505284,0.506649,0.986528,0.39726,0.319754,0.304689,0.503352,0.050032,0.203367,0.296728,0.499311,0.397464,0.051672,0.007353,0.002276,0.002506,0.008933,0.001089,0.001174,0.000832,0.002439,2e-05,0.000401,0.000751,0.002793,0.001208,9.4e-05
6500,395,2714,2319,2319,0,0,0,56,10.462809,0.0,12786.547148,468.610921,2800.92627,2387.365224,2363.9,6500,9,81,1.00444,0.505618,0.506745,0.986449,0.397144,0.320536,0.304785,0.503812,0.05004,0.203292,0.296857,0.499206,0.397541,0.051761,0.007434,0.002327,0.002493,0.009083,0.001097,0.001278,0.00084,0.0024,2e-05,0.000405,0.000753,0.002811,0.001204,9.6e-05
6520,395,2721,2326,2326,0,0,0,54,10.111326,0.0,12760.261531,468.263348,2801.625327,2388.975255,2375.72,6520,9,81,1.005036,0.505898,0.506449,0.987261,0.396751,0.320524,0.304797,0.504708,0.050107,0.203174,0.296471,0.499777,0.398164,0.051944,0.007337,0.002349,0.002511,0.009219,0.001073,0.001282,0.000838,0.002431,2e-05,0.000414,0.000751,0.002775,0.00128,9.8e-05
6540,396,2735,2339,2339,0,0,0,52,10.38766,0.0,12749.624399,463.905204,2805.707136,2393.180517,2355.41,6540,9,81,1.007093,0.506629,0.506532,0.986572,0.396825,0.320224,0.305049,0.504136,0.050113,0.202964,0.296545,0.499254,0.397317,0.05185,0.007284,0.002474,0.002509,0.009021,0.00105,0.00128,0.000847,0.002474,2.1e-05,0.000416,0.000753,0.00284,0.0013,0.000101
6560,394,2743,2349,2349,0,0,0,52,11.516228,0.0,12726.066133,465.746542,2802.73723,2395.368921,2380.25,6560,9,81,1.009727,0.506714,0.506916,0.987753,0.39657,0.320247,0.30491,0.503451,0.050099,0.202868,0.296547,0.499247,0.398106,0.051916,0.007434,0.002546,0.002494,0.009245,0.001071,0.001284,0.000869,0.002514,2e-05,0.000415,0.000779,0.002967,0.001302,0.000103
6580,393,2752,2359,2359,0,0,0,47,9.415182,0.0,12718.704643,464.038235,2806.546582,2394.661902,2392.29,6580,10,81,1.009627,0.507606,0.507046,0.98893,0.396052,0.320625,0.304273,0.504048,0.050017,0.202412,0.296563,0.499534,0.398655,0.052044,0.007575,0.002517,0.002573,0.009178,0.001069,0.001294,0.000851,0.002435,2e-05,0.000395,0.000767,0.003155,0.001412,0.000107
6600,399,2765,2366,2366,0,0,0,48,9.023025,0.0,12699.373635,468.851243,2802.125733,2392.475414,2372.62,6600,10,81,1.011302,0.508901,0.507493,0.988408,0.396836,0.320386,0.304032,0.503782,0.050029,0.202393,0.297151,0.499844,0.399186,0.051824,0.00739,0.002487,0.002649,0.009167,0.001059,0.001282,0.000824,0.002439,2e-05,0.000399,0.000772,0.003078,0.001457,0.000103
6620,396,2772,2376,2376,0,0,0,48,9.489637,0.0,12681.091007,470.656935,2799.853428,2392.344623,2403.31,6620,10,81,1.01246,0.510005,0.506678,0.987589,0.396968,0.3203,0.3048,0.503562,0.049996,0.202562,0.297577,0.498935,0.399476,0.05178,0.007386,0.002522,0.002552,0.009502,0.001056,0.001307,0.00081,0.002444,2e-05,0.000408,0.000759,0.003001,0.001468,0.000103
6640,390,2779,2389,2389,0,0,0,57,14.567415,0.0,12648.467048,465.736785,2799.695799,2393.126726,2414.58,6640,10,81,1.012717,0.508947,0.5073,0.988301,0.396779,0.320095,0.304576,0.503044,0.050109,0.203115,0.297216,0.499167,0.398388,0.051762,0.007175,0.002517,0.002534,0.009204,0.001059,0.001324,0.000807,0.002486,2.1e-05,0.00041,0.000775,0.002934,0.001349,0.000104
6660,394,2794,2400,2400,0,0,0,56,12.600545,0.0,12645.767328,462.348331,2805.051124,2396.089893,2398.72,6660,10,81,1.012386,0.509412,0.506446,0.986621,0.396694,0.320333,0.304204,0.504193,0.050014,0.203094,0.296934,0.498473,0.398426,0.051696,0.007345,0.002399,0.002496,0.009059,0.001058,0.001253,0.000787,0.002498,2.1e-05,0.000406,0.000763,0.002921,0.001392,0.0001
6680,395,2802,2407,2407,0,0,0,58,11.033863,0.0,12627.32391,468.953667,2800.012469,2397.613974,2398.65,6680,10,81,1.014204,0.509505,0.506481,0.986936,0.396306,0.320587,0.303714,0.504525,0.049988,0.203119,0.296864,0.497795,0.398555,0.051721,0.007452,0.002479,0.002491,0.009297,0.00107,0.001253,0.000787,0.002479,2.2e-05,0.000416,0.000768,0.003006,0.001397,0.0001
6700,388,2809,2421,2421,0,0,0,60,12.86851,0.0,12618.22424,464.854533,2802.276957,2397.435849,2445.8,6700,10,81,1.016029,0.510294,0.506634,0.98491,0.396645,0.321077,0.303524,0.505016,0.049996,0.20318,0.296757,0.497928,0.3984,0.051709,0.00756,0.002511,0.002612,0.009141,0.001069,0.001244,0.000814,0.00247,2.2e-05,0.000443,0.000754,0.002984,0.001393,0.000101
6720,389,2816,2427,2427,0,0,0,60,11.39597,0.0,12662.470184,465.446207,2803.157823,2396.723247,2448.58,6720,10,81,1.016146,0.509399,0.506284,0.984657,0.396297,0.321,0.303493,0.505085,0.049985,0.203448,0.296344,0.498043,0.397996,0.051703,0.007534,0.002485,0.002575,0.008868,0.001066,0.001243,0.000816,0.002485,2.1e-05,0.000452,0.000748,0.00295,0.00139,0.0001
6740,392,2825,2433,2433,0,0,0,60,11.245285,0.0,12688.965069,467.699421,2801.055295,2395.909941,2446.95,6740,10,81,1.015379,0.509366,0.506184,0.984178,0.39624,0.320769,0.30357,0.503998,0.050035,0.203125,0.29647,0.498862,0.397796,0.051693,0.007538,0.002514,0.002587,0.00931,0.001073,0.001226,0.000813,0.0025,2.2e-05,0.000454,0.000764,0.003027,0.001373,9.9e-05
6760,389,2831,2442,2442,0,0,0,60,11.728066,0.0,12726.264027,465.175724,2803.09621,2395.568001,2469.2,6760,10,81,1.015062,0.508475,0.506805,0.984894,0.39597,0.320799,0.30324,0.503935,0.050092,0.203271,0.296755,0.499134,0.398046,0.051675,0.007479,0.00245,0.002637,0.009316,0.001077,0.001224,0.000807,0.002501,2.1e-05,0.000452,0.000763,0.002941,0.001415,9.8e-05
6780,392,2842,2450,2450,0,0,0,60,11.442468,0.0,12767.961091,463.745249,2804.812283,2394.682509,2465.82,6780,10,81,1.014121,0.509028,0.507081,0.985072,0.396106,0.320703,0.303381,0.504641,0.049988,0.203513,0.296794,0.498365,0.398894,0.051874,0.007469,0.002444,0.002689,0.009309,0.00107,0.001205,0.000803,0.002536,2.1e-05,0.000475,0.000753,0.003006,0.001457,0.000106
6800,393,2855,2462,2462,0,0,0,64,13.268416,0.0,12800.700066,464.052772,2802.678812,2392.325502,2459.0,6800,10,81,1.014136,0.508305,0.505863,0.984338,0.39626,0.320504,0.304038,0.50447,0.049978,0.203286,0.296862,0.497982,0.399197,0.05182,0.007669,0.002268,0.002553,0.009201,0.001077,0.001204,0.000834,0.002472,2.1e-05,0.000465,0.000739,0.002903,0.001482,0.000106
6820,393,2862,2469,2469,0,0,0,59,11.859905,0.0,12847.882519,468.436554,2799.703541,2390.817625,2475.71,6820,10,81,1.01371,0.507604,0.504953,0.984426,0.396154,0.320598,0.303648,0.503827,0.049958,0.203027,0.29691,0.498012,0.399152,0.051736,0.007808,0.002277,0.00249,0.009239,0.001095,0.001213,0.000855,0.002464,2.1e-05,0.000458,0.000732,0.002935,0.001436,0.000104
6840,390,2872,2482,2482,0,0,0,60,11.770913,0.0,12924.577844,463.076166,2805.152921,2388.78785,2494.52,6840,10,81,1.01454,0.507245,0.505666,0.986546,0.396636,0.321606,0.304286,0.503412,0.050055,0.202854,0.297023,0.498532,0.398851,0.051821,0.007805,0.002311,0.002514,0.009237,0.001118,0.001293,0.000868,0.002461,2.1e-05,0.00045,0.000751,0.002936,0.001409,0.000106
6860,389,2882,2493,2493,0,0,0,58,12.250649,0.0,13026.873957,462.017014,2805.732338,2391.415821,2477.01,6860,10,81,1.015852,0.508122,0.506006,0.985545,0.396948,0.321328,0.303634,0.503132,0.050119,0.202775,0.297444,0.499504,0.398728,0.051649,0.007575,0.00233,0.00257,0.009249,0.001142,0.001268,0.000872,0.00245,2.2e-05,0.000476,0.00075,0.002895,0.001434,0.000106
6880,391,2891,2500,2500,0,0,0,53,10.330426,0.0,13105.370385,467.171183,2802.498391,2391.227005,2467.96,6880,10,81,1.015666,0.506678,0.507207,0.986405,0.397173,0.321975,0.30379,0.502553,0.050235,0.203184,0.297057,0.499686,0.398679,0.051852,0.007841,0.002278,0.002505,0.009208,0.001137,0.001311,0.000864,0.00249,2.2e-05,0.000484,0.000775,0.002902,0.00148,0.000108
6900,392,2899,2507,2507,0,0,0,50,9.093628,0.0,13170.328404,470.139781,2800.766591,2389.812614,2475.12,6900,10,81,1.017759,0.507029,0.507275,0.986411,0.397026,0.3215,0.303255,0.503097,0.050148,0.203048,0.297136,0.499586,0.398911,0.051839,0.007915,0.002317,0.002499,0.009335,0.00111,0.001268,0.000842,0.00251,2.2e-05,0.000493,0.000775,0.002907,0.001461,0.000109
6920,401,2919,2518,2518,0,0,0,52,12.42402,0.0,13195.333368,470.6204,2796.95558,2391.189133,2429.46,6920,10,81,1.017775,0.507106,0.506455,0.986685,0.397492,0.321508,0.303721,0.503424,0.050158,0.202994,0.297009,0.499435,0.399408,0.051684,0.008176,0.002349,0.002478,0.009428,0.001131,0.001269,0.000862,0.002498,2.2e-05,0.000478,0.000778,0.002938,0.001462,0.000109
6940,405,2932,2527,2527,0,0,0,56,12.478903,0.0,13224.561746,475.848486,2791.672611,2392.604917,2419.95,6940,10,81,1.016657,0.508999,0.506741,0.986609,0.397604,0.32146,0.303694,0.503797,0.050147,0.202444,0.297178,0.499524,0.39946,0.05159,0.008257,0.002299,0.00271,0.009293,0.001134,0.001238,0.000841,0.002574,2.2e-05,0.000483,0.000801,0.002967,0.00151,0.000101
6960,398,2937,2539,2539,0,0,0,61,15.544469,0.0,13255.759956,475.586005,2788.869527,2393.003127,2476.12,6960,10,81,1.016289,0.509472,0.506226,0.984948,0.397824,0.321327,0.303836,0.504012,0.05015,0.202375,0.296931,0.50045,0.399263,0.051418,0.007999,0.002251,0.002671,0.009123,0.001127,0.001244,0.000799,0.002514,2.1e-05,0.000483,0.000779,0.002889,0.00144,0.0001
6980,403,2951,2548,2548,0,0,0,61,13.994052,0.0,13300.580986,476.687514,2789.318434,2392.140814,2451.51,6980,10,81,1.014409,0.508905,0.506232,0.986491,0.398341,0.320761,0.304308,0.503758,0.050156,0.202394,0.296967,0.500929,0.398952,0.051441,0.007692,0.002284,0.002558,0.009249,0.001132,0.001243,0.000828,0.002448,2.1e-05,0.000487,0.000774,0.002804,0.001493,9.7e-05
