tick,population,births_cum,deaths_cum,deaths_starvation,deaths_damage,deaths_predation,deaths_disaster,corpse_count,corpse_matter,corpse_energy,total_energy,total_biomass,nutrient_total,chemical_total,mean_age,max_age,max_generation,n_lineages,light_supply_cum,flow_light_cum,flow_chemical_cum,flow_nutrient_cum,flow_corpse_matter_cum,flow_corpse_energy_cum,flow_predation_energy_cum,flow_predation_matter_cum,top_lineage_id,top_lineage_frac,pop_north_band,pop_middle_band,pop_south_band,frac_north_band,frac_middle_band,frac_south_band,mean_local_light,vent_cell_population,vent_cell_frac,mean_move_per_org_tick,mean_body_size,mean_membrane_strength,mean_movement_power,mean_movement_efficiency,mean_sensory_range,mean_light_absorption,mean_chemical_absorption,mean_nutrient_absorption,mean_predation_efficiency,mean_corpse_digestion,mean_repair_rate,mean_damage_resistance,mean_reproduction_investment,mean_mutation_rate,var_body_size,var_membrane_strength,var_movement_power,var_movement_efficiency,var_sensory_range,var_light_absorption,var_chemical_absorption,var_nutrient_absorption,var_predation_efficiency,var_corpse_digestion,var_repair_rate,var_damage_resistance,var_reproduction_investment,var_mutation_rate
220,266,354,88,88,0,0,0,70,38.222772,0.0,9985.347265,298.808786,2942.968442,2519.862916,150.43,220,4,57,274560.0,26828.0607,328.4505,323.6083,0.3601,0.0,0.0,0.0,50,0.056391,148,118,0,0.556391,0.443609,0.0,1.51406,17,0.06391,0.0,1.003171,0.493979,0.502006,1.003576,0.403638,0.302097,0.299211,0.497151,0.050358,0.201903,0.300535,0.505486,0.401129,0.050176,0.004022,0.000685,0.000722,0.004322,0.000562,0.000349,0.000309,0.001038,9e-06,0.000193,0.000298,0.001169,0.000746,2.8e-05
240,271,365,94,94,0,0,0,74,37.249276,0.0,10098.198548,307.251485,2935.499239,2505.313988,163.14,240,4,56,299520.0,29589.6103,388.9661,339.6019,0.3601,0.0,0.0,0.0,50,0.059041,151,120,0,0.557196,0.442804,0.0,1.521624,17,0.062731,0.0,1.0021,0.494298,0.501001,1.003715,0.40364,0.30211,0.298918,0.495698,0.050306,0.202039,0.301185,0.505488,0.401446,0.050171,0.004106,0.000717,0.00076,0.004258,0.000565,0.000365,0.000313,0.001079,1e-05,0.000203,0.000311,0.001154,0.000741,2.9e-05
260,277,376,99,99,0,0,0,73,31.846781,0.0,10179.182953,316.239045,2931.914174,2486.378958,176.23,260,4,56,324480.0,32371.9319,451.1013,354.8381,0.7292,0.0,0.0,0.0,50,0.057762,153,124,0,0.552347,0.447653,0.0,1.52089,18,0.064982,0.000251,0.999668,0.494582,0.500761,1.001854,0.403061,0.302816,0.299553,0.496106,0.050347,0.201796,0.30186,0.505827,0.401503,0.050066,0.004151,0.000731,0.000755,0.004426,0.000588,0.000381,0.000318,0.001121,9e-06,0.000203,0.00031,0.001177,0.000707,2.9e-05
280,282,384,102,102,0,0,0,73,28.84283,0.0,10200.784142,324.594133,2926.563036,2468.552965,191.07,280,4,56,349440.0,35156.5319,503.1185,366.5238,0.9545,0.0,0.0,0.0,37,0.056738,157,125,0,0.556738,0.443262,0.0,1.524196,18,0.06383,0.0,0.999124,0.495178,0.501061,1.001518,0.403499,0.303324,0.299433,0.496755,0.050358,0.201747,0.302345,0.504348,0.401785,0.049993,0.004047,0.000744,0.000766,0.004345,0.000593,0.000397,0.000329,0.001129,1e-05,0.000198,0.000322,0.0012,0.000699,2.8e-05
300,280,389,109,109,0,0,0,75,27.411686,0.0,10170.749615,327.984593,2924.603721,2453.767357,208.64,300,4,55,374400.0,37941.1319,544.3444,377.2111,1.4647,0.0,0.0,0.0,37,0.057143,156,124,0,0.557143,0.442857,0.0,1.524095,18,0.064286,0.0,1.001427,0.495593,0.501338,1.003307,0.403704,0.302836,0.299564,0.497534,0.050336,0.201739,0.302199,0.504301,0.401286,0.049877,0.003951,0.000749,0.000752,0.004205,0.000583,0.000379,0.000326,0.001085,9e-06,0.000201,0.00032,0.00121,0.000686,2.7e-05
320,281,394,113,113,0,0,0,76,24.128766,0.0,10114.042936,331.179971,2924.691262,2446.520578,225.71,320,4,55,399360.0,40729.1985,573.3691,385.2038,1.5151,0.0,0.0,0.0,37,0.060498,157,124,0,0.558719,0.441281,0.0,1.52484,19,0.067616,0.0,1.000913,0.495209,0.501921,1.002343,0.403888,0.303043,0.299777,0.497946,0.050364,0.201619,0.302262,0.504239,0.400852,0.049927,0.003873,0.000776,0.000761,0.003978,0.000564,0.000353,0.000317,0.001074,9e-06,0.000204,0.000328,0.001223,0.000672,2.7e-05
340,281,400,119,119,0,0,0,78,23.097931,0.0,10079.919083,330.395734,2926.506335,2432.649834,242.1,340,4,55,424320.0,43548.4652,604.618,391.7157,1.8222,0.0,0.0,0.0,37,0.064057,157,124,0,0.558719,0.441281,0.0,1.52484,20,0.071174,0.000281,1.000175,0.49624,0.502155,1.003122,0.403942,0.302834,0.299437,0.498396,0.050417,0.201765,0.302399,0.503443,0.40077,0.049923,0.003665,0.000763,0.000766,0.003986,0.00056,0.000348,0.000316,0.000994,9e-06,0.000203,0.000324,0.001191,0.000676,2.7e-05
360,278,405,127,127,0,0,0,78,21.469828,0.0,10060.704757,326.304306,2932.225866,2428.358229,257.87,360,4,55,449280.0,46384.3058,622.2195,397.0016,1.9874,0.0,0.0,0.0,37,0.057554,158,120,0,0.568345,0.431655,0.0,1.52789,18,0.064748,0.0,1.000288,0.495934,0.501361,1.002675,0.403517,0.303706,0.298977,0.497704,0.050424,0.201614,0.302653,0.503211,0.401182,0.050012,0.003648,0.000769,0.000782,0.004041,0.000569,0.00036,0.000309,0.000994,9e-06,0.000215,0.000326,0.00125,0.000691,2.7e-05
380,281,412,131,131,0,0,0,77,19.482205,0.0,10140.620495,329.323199,2931.194596,2423.653932,272.53,380,4,55,474240.0,49319.1038,640.8469,404.6116,2.1978,0.0,0.0,0.0,37,0.05694,161,120,0,0.572954,0.427046,0.0,1.531008,18,0.064057,0.000242,1.001105,0.49574,0.501191,1.001155,0.403451,0.304014,0.299407,0.498137,0.050438,0.201579,0.302582,0.503804,0.401407,0.049909,0.003661,0.000769,0.000796,0.004061,0.000571,0.000366,0.000309,0.000995,9e-06,0.000208,0.000329,0.001253,0.000679,2.7e-05
400,291,425,134,134,0,0,0,76,16.622558,0.0,10238.007411,334.828975,2928.548467,2418.67805,280.97,400,5,55,499200.0,52323.8061,659.5009,413.5444,2.3375,0.0,0.0,0.0,37,0.054983,167,124,0,0.573883,0.426117,0.0,1.5326,18,0.061856,0.000237,1.00293,0.496253,0.501583,1.00165,0.403301,0.304273,0.299088,0.497929,0.050459,0.201504,0.303225,0.503911,0.402438,0.04996,0.00383,0.000777,0.000836,0.004058,0.000565,0.000371,0.000318,0.001015,9e-06,0.000208,0.00034,0.001307,0.000704,2.8e-05
420,301,437,136,136,0,0,0,74,14.79381,0.0,10308.758011,344.131132,2921.075057,2412.258207,289.96,420,5,55,524160.0,55360.246,678.1549,425.199,2.4109,0.0,0.0,0.0,37,0.053156,175,126,0,0.581395,0.418605,0.0,1.538117,18,0.059801,0.0,1.003336,0.496355,0.501537,1.000574,0.40331,0.304403,0.298029,0.497632,0.050453,0.201402,0.303665,0.503928,0.403292,0.050058,0.003946,0.000805,0.00084,0.004308,0.00055,0.000382,0.000348,0.001051,9e-06,0.000203,0.000354,0.001344,0.000708,3e-05
440,308,448,140,140,0,0,0,74,13.754545,0.0,10308.59787,350.833528,2915.411927,2401.439838,299.96,440,5,55,549120.0,58403.6358,696.8088,436.8905,2.4776,0.0,0.0,0.0,37,0.051948,181,127,0,0.587662,0.412338,0.0,1.539037,17,0.055195,0.0,1.003166,0.496682,0.500791,0.999417,0.403241,0.304892,0.298017,0.497153,0.050447,0.20097,0.303515,0.503966,0.404245,0.050171,0.004017,0.000823,0.000856,0.004475,0.000605,0.000387,0.000348,0.001028,9e-06,0.000205,0.000352,0.001341,0.000734,3.1e-05
460,304,454,150,150,0,0,0,72,12.765755,0.0,10333.428,351.509542,2915.724703,2400.0,314.84,460,5,55,574080.0,61514.1025,700.2812,449.4768,2.5337,0.0,0.0,0.0,37,0.052632,182,122,0,0.598684,0.401316,0.0,1.549167,17,0.055921,0.000221,1.004281,0.496788,0.499933,0.999042,0.403575,0.305041,0.298246,0.497626,0.050482,0.200869,0.303384,0.503917,0.404366,0.050314,0.004179,0.000817,0.000863,0.004539,0.000597,0.000393,0.000346,0.001009,9e-06,0.000201,0.000363,0.001355,0.000756,3.3e-05
480,311,464,153,153,0,0,0,73,11.797676,0.0,10354.826504,359.732131,2908.470193,2400.0,324.47,480,5,55,599040.0,64665.9459,702.2612,461.407,2.5337,0.0,0.0,0.0,39,0.054662,184,127,0,0.59164,0.40836,0.0,1.543976,17,0.054662,0.0,1.004678,0.496975,0.499415,0.99738,0.403827,0.30495,0.298273,0.498178,0.05048,0.200786,0.303413,0.503963,0.404498,0.050273,0.004455,0.000831,0.000882,0.004543,0.000587,0.000397,0.00036,0.001053,9e-06,0.000195,0.000376,0.00136,0.000752,3.8e-05
500,312,468,156,156,0,0,0,73,10.90284,0.0,10348.429301,367.78128,2901.31588,2400.0,340.02,500,5,55,624000.0,67837.0793,704.2412,472.829,2.5337,0.0,0.0,0.0,39,0.054487,185,127,0,0.592949,0.407051,0.0,1.541806,16,0.051282,0.0,1.005092,0.497183,0.4992,0.996786,0.403576,0.304937,0.298277,0.498156,0.050487,0.200787,0.303573,0.504222,0.404562,0.05025,0.004364,0.000839,0.000902,0.004527,0.00058,0.0004,0.000369,0.001057,9e-06,0.000195,0.000379,0.001374,0.000775,3.8e-05
520,316,474,158,158,0,0,0,72,9.149186,0.0,10342.475611,373.618851,2897.231963,2400.0,353.45,520,5,55,648960.0,71056.7067,706.2212,480.9973,2.5337,0.0,0.0,0.0,39,0.053797,187,129,0,0.591772,0.408228,0.0,1.539568,15,0.047468,0.0,1.005179,0.497098,0.499368,0.996667,0.403626,0.305056,0.298326,0.497777,0.050508,0.200886,0.303371,0.504215,0.404506,0.050222,0.004383,0.000839,0.000914,0.004533,0.000577,0.000406,0.000373,0.001073,9e-06,0.000194,0.000385,0.001388,0.000782,3.8e-05
540,314,479,165,165,0,0,0,72,8.829398,0.0,10379.434283,370.485264,2900.685338,2400.0,369.96,540,5,54,673920.0,74329.0662,708.2012,486.7602,2.6008,0.0,0.0,0.0,50,0.050955,183,131,0,0.582803,0.417197,0.0,1.535021,15,0.047771,0.0,1.003856,0.496706,0.499106,0.996903,0.403484,0.30495,0.298613,0.497295,0.050566,0.200987,0.302869,0.503438,0.40436,0.050148,0.004302,0.00085,0.000901,0.00453,0.000601,0.000416,0.000372,0.001101,9e-06,0.000198,0.000394,0.001317,0.000756,3.7e-05
560,320,490,170,170,0,0,0,74,9.904022,0.0,10434.243281,372.046818,2898.04916,2400.0,378.58,560,5,54,698880.0,77637.7326,710.1812,494.3241,2.6008,0.0,0.0,0.0,50,0.053125,186,134,0,0.58125,0.41875,0.0,1.529667,13,0.040625,0.0,1.002951,0.496432,0.498061,0.996996,0.403368,0.305099,0.29899,0.496826,0.05051,0.200843,0.302732,0.503395,0.404592,0.050081,0.00438,0.000861,0.00088,0.004787,0.000605,0.000421,0.00038,0.001105,9e-06,0.000199,0.000383,0.001294,0.000765,3.7e-05
580,324,496,172,172,0,0,0,72,7.724382,0.0,10501.549184,378.289398,2893.98622,2400.0,391.88,580,5,54,723840.0,80971.9589,712.1612,502.8836,2.6008,0.0,0.0,0.0,50,0.049383,188,136,0,0.580247,0.419753,0.0,1.528436,13,0.040123,0.0,1.004111,0.496419,0.497495,0.996047,0.403561,0.305259,0.299322,0.496691,0.050473,0.200773,0.302688,0.503462,0.404789,0.050112,0.004391,0.000886,0.000877,0.004841,0.000601,0.000424,0.000387,0.0011,9e-06,0.000198,0.000381,0.001278,0.000777,3.7e-05
600,326,504,178,178,0,0,0,72,7.100236,0.0,10534.533695,379.127279,2893.772486,2400.0,402.11,600,5,54,748800.0,84313.6811,714.1412,510.7127,2.6008,0.0,0.0,0.0,50,0.04908,191,135,0,0.58589,0.41411,0.0,1.535941,12,0.03681,0.000613,1.005217,0.495813,0.4977,0.994713,0.403669,0.305198,0.299176,0.49674,0.050538,0.200759,0.302269,0.504158,0.40421,0.050151,0.004383,0.000916,0.000863,0.005014,0.000608,0.000429,0.000415,0.001148,9e-06,0.00021,0.000396,0.001339,0.000793,3.9e-05
620,330,509,179,179,0,0,0,71,6.279486,0.0,10535.527865,387.869166,2885.851348,2400.0,415.42,620,5,54,773760.0,87654.95,716.1212,520.6426,2.6008,0.0,0.0,0.0,50,0.048485,192,138,0,0.581818,0.418182,0.0,1.52796,12,0.036364,0.0,1.005465,0.495647,0.497839,0.994604,0.403941,0.304728,0.299055,0.496748,0.050552,0.200609,0.301947,0.503867,0.40423,0.050059,0.004357,0.000921,0.000858,0.005074,0.000616,0.000436,0.000418,0.001141,9e-06,0.000209,0.000396,0.001301,0.000779,3.9e-05
640,327,511,184,184,0,0,0,71,6.414078,0.0,10499.358225,389.179789,2884.406133,2400.0,436.07,640,5,54,798720.0,90996.8167,718.1012,527.5566,2.6692,0.0,0.0,0.0,50,0.04893,189,138,0,0.577982,0.422018,0.0,1.52475,12,0.036697,0.0,1.006549,0.495446,0.498146,0.994516,0.403956,0.304098,0.299005,0.496749,0.050545,0.20047,0.301681,0.503839,0.404036,0.050012,0.004288,0.000916,0.000856,0.005042,0.000598,0.000442,0.00042,0.001138,9e-06,0.000208,0.000388,0.001309,0.000742,3.9e-05
660,328,514,186,186,0,0,0,68,6.061455,0.0,10476.530435,392.123832,2881.814713,2400.0,453.66,660,5,54,823680.0,94355.8434,720.0812,532.5249,2.8335,0.0,0.0,0.0,50,0.051829,190,138,0,0.579268,0.420732,0.0,1.528293,12,0.036585,0.000207,1.007282,0.49545,0.49824,0.99458,0.40395,0.304087,0.298958,0.496877,0.05055,0.200617,0.301503,0.504441,0.404184,0.05005,0.004361,0.000916,0.000882,0.005091,0.000595,0.000442,0.000422,0.001142,9e-06,0.000209,0.00039,0.001344,0.000749,3.9e-05
680,331,522,191,191,0,0,0,64,5.906769,0.0,10443.878061,391.664332,2882.4289,2400.0,462.91,680,5,54,848640.0,97726.31,722.0612,538.027,3.0856,0.0,0.0,0.0,50,0.048338,191,140,0,0.577039,0.422961,0.0,1.527533,12,0.036254,0.00021,1.00807,0.495818,0.497975,0.995016,0.404282,0.304685,0.298913,0.4961,0.050492,0.20077,0.30138,0.504332,0.403962,0.050022,0.004449,0.000937,0.000876,0.005239,0.000592,0.000459,0.000426,0.001126,9e-06,0.000218,0.000398,0.00135,0.000768,4e-05
700,325,525,200,200,0,0,0,31,4.562501,0.0,10438.807668,386.639454,2888.798045,2400.0,482.85,700,5,54,873600.0,101096.7767,724.0412,544.0219,3.2625,0.0,0.0,0.0,50,0.049231,187,138,0,0.575385,0.424615,0.0,1.522133,12,0.036923,0.0,1.007015,0.496247,0.497812,0.996118,0.404241,0.304869,0.298743,0.49653,0.050473,0.200756,0.301636,0.504638,0.404028,0.050047,0.004444,0.00092,0.000879,0.005268,0.000591,0.00046,0.000425,0.001099,9e-06,0.000219,0.000384,0.00135,0.000777,4.1e-05
720,323,527,204,204,0,0,0,25,3.345122,0.0,10465.400401,386.876958,2889.77792,2400.0,502.1,720,5,54,898560.0,104467.2434,726.0212,548.98,3.4239,0.0,0.0,0.0,50,0.049536,186,137,0,0.575851,0.424149,0.0,1.521765,12,0.037152,0.000449,1.006989,0.496128,0.49748,0.996884,0.404209,0.304969,0.298398,0.496454,0.050499,0.200722,0.301468,0.504411,0.403845,0.050128,0.004467,0.00092,0.000905,0.005331,0.000596,0.000458,0.000423,0.001101,9e-06,0.000219,0.000387,0.001361,0.000785,4.1e-05
740,319,532,213,213,0,0,0,18,2.19646,0.0,10524.176008,380.434837,2897.368704,2400.0,519.21,740,5,54,923520.0,107837.71,728.0012,553.0461,3.4239,0.0,0.0,0.0,50,0.047022,183,136,0,0.573668,0.426332,0.0,1.521964,12,0.037618,0.000211,1.008225,0.497179,0.497546,0.995812,0.40428,0.304891,0.299016,0.496095,0.050459,0.200832,0.301242,0.504171,0.403671,0.050253,0.004552,0.000934,0.000912,0.005299,0.000602,0.000449,0.00042,0.0011,1e-05,0.000222,0.000392,0.001392,0.000778,4e-05
760,317,533,216,216,0,0,0,15,1.8485,0.0,10607.063002,380.868152,2897.283347,2400.0,539.79,760,5,54,948480.0,111208.1767,729.9812,556.507,3.9252,0.0,0.0,0.0,50,0.044164,183,134,0,0.577287,0.422713,0.0,1.524732,12,0.037855,0.000224,1.008246,0.497344,0.497752,0.995571,0.404476,0.305215,0.299077,0.496268,0.050443,0.201014,0.301163,0.503798,0.403403,0.050252,0.004563,0.000936,0.000904,0.005202,0.000616,0.000438,0.000418,0.001103,1e-05,0.00023,0.00039,0.00141,0.000761,4.1e-05
780,320,539,219,219,0,0,0,14,1.624474,0.0,10700.886521,381.750526,2896.625,2400.0,549.74,780,5,54,973440.0,114592.4667,731.9612,560.836,3.9252,0.0,0.0,0.0,29,0.040625,183,137,0,0.571875,0.428125,0.0,1.525198,12,0.0375,0.000372,1.009668,0.49751,0.498007,0.994796,0.404195,0.305266,0.298931,0.496458,0.05038,0.201061,0.301489,0.503994,0.402948,0.05029,0.004576,0.000927,0.000918,0.005171,0.000637,0.000436,0.000421,0.001092,1e-05,0.000231,0.000383,0.001416,0.000747,4.1e-05
800,322,543,221,221,0,0,0,12,3.049453,0.0,10765.418534,385.062266,2891.888281,2400.0,562.65,800,5,54,998400.0,117988.0667,733.9412,566.5287,3.9252,0.0,0.0,0.0,29,0.043478,184,138,0,0.571429,0.428571,0.0,1.523934,12,0.037267,0.0,1.010526,0.497027,0.498489,0.994253,0.403999,0.305163,0.299018,0.496493,0.050388,0.201066,0.301739,0.504007,0.402904,0.050299,0.004623,0.000937,0.000928,0.00512,0.000659,0.000444,0.000424,0.001097,1e-05,0.000232,0.000387,0.001419,0.000743,4.2e-05
820,329,553,224,224,0,0,0,10,1.16354,0.0,10818.338268,387.400394,2891.436066,2400.0,566.77,820,5,54,1023360.0,121391.25,735.9212,572.4628,3.9704,0.0,0.0,0.0,29,0.042553,187,142,0,0.568389,0.431611,0.0,1.521013,12,0.036474,0.0,1.010953,0.49707,0.49797,0.994365,0.403904,0.30564,0.298972,0.496501,0.050431,0.201152,0.301971,0.503958,0.40298,0.050348,0.00483,0.00093,0.000972,0.005169,0.000669,0.000446,0.000418,0.00111,9e-06,0.000233,0.000404,0.001433,0.000748,4.3e-05
840,327,553,226,226,0,0,0,10,1.338486,0.0,10860.071426,392.120881,2886.540633,2400.0,588.73,840,5,54,1048320.0,124808.5167,737.9012,579.6806,3.9704,0.0,0.0,0.0,29,0.042813,185,142,0,0.565749,0.434251,0.0,1.519715,12,0.036697,0.0,1.010772,0.49716,0.497976,0.99392,0.404013,0.305668,0.298995,0.496352,0.050407,0.201184,0.301953,0.503795,0.403044,0.05033,0.004853,0.000926,0.000974,0.005147,0.00067,0.000445,0.00042,0.00111,9e-06,0.000234,0.000406,0.001435,0.000748,4.3e-05
860,328,555,227,227,0,0,0,10,1.210808,0.0,10882.52885,395.441729,2883.347463,2400.0,606.3,860,5,54,1073280.0,128225.7834,739.8812,584.1681,3.9704,0.0,0.0,0.0,29,0.042683,185,143,0,0.564024,0.435976,0.0,1.517591,12,0.036585,0.0,1.010723,0.497396,0.497828,0.993557,0.404125,0.305713,0.298887,0.496018,0.050374,0.201283,0.302103,0.503592,0.403101,0.050323,0.00485,0.000921,0.000993,0.005136,0.000671,0.000445,0.000415,0.001105,9e-06,0.000232,0.000406,0.00142,0.00075,4.3e-05
880,320,556,236,236,0,0,0,14,4.306881,0.0,10919.205654,386.190694,2889.502425,2400.0,630.6,880,5,54,1098240.0,131643.05,741.8612,586.0644,3.9704,0.0,0.0,0.0,29,0.040625,182,138,0,0.56875,0.43125,0.0,1.520458,12,0.0375,0.000199,1.010021,0.496998,0.497728,0.993168,0.403989,0.305904,0.299274,0.496324,0.050385,0.201256,0.302196,0.503407,0.403301,0.050329,0.004787,0.000902,0.000984,0.005193,0.000663,0.000449,0.000409,0.001122,9e-06,0.000236,0.000398,0.001383,0.000748,4.3e-05
900,326,563,237,237,0,0,0,11,1.766193,0.0,11029.791625,387.847404,2890.386403,2400.0,638.35,900,5,54,1123200.0,135099.23,743.8412,588.9,3.9704,0.0,0.0,0.0,29,0.046012,185,141,0,0.567485,0.432515,0.0,1.51999,12,0.03681,0.0,1.010052,0.497389,0.497372,0.993287,0.4038,0.305778,0.299338,0.496254,0.050445,0.201262,0.302197,0.503419,0.403345,0.050242,0.00488,0.000908,0.000993,0.005207,0.000664,0.000448,0.000412,0.001118,9e-06,0.000232,0.000399,0.001378,0.000747,4.3e-05
