tick,population,births_cum,deaths_cum,deaths_starvation,deaths_damage,deaths_predation,deaths_disaster,corpse_count,corpse_matter,corpse_energy,total_energy,total_biomass,nutrient_total,chemical_total,mean_age,max_age,max_generation,n_lineages,light_supply_cum,flow_light_cum,flow_chemical_cum,flow_nutrient_cum,flow_corpse_matter_cum,flow_corpse_energy_cum,flow_predation_energy_cum,flow_predation_matter_cum,top_lineage_id,top_lineage_frac,mean_body_size,mean_membrane_strength,mean_movement_power,mean_movement_efficiency,mean_sensory_range,mean_light_absorption,mean_chemical_absorption,mean_nutrient_absorption,mean_predation_efficiency,mean_corpse_digestion,mean_repair_rate,mean_damage_resistance,mean_reproduction_investment,mean_mutation_rate,var_body_size,var_membrane_strength,var_movement_power,var_movement_efficiency,var_sensory_range,var_light_absorption,var_chemical_absorption,var_nutrient_absorption,var_predation_efficiency,var_corpse_digestion,var_repair_rate,var_damage_resistance,var_reproduction_investment,var_mutation_rate
20,200,200,0,0,0,0,0,0,0,0,5626.474646,131.441102,3148.558898,1858.246423,19.45,20,1,100,24960.0,1957.431,10.1429,51.4411,0.0,0.0,0.0,0.0,0,0.01,1.001046,0.501039,0.500889,1.000621,0.402117,0.301618,0.298909,0.503179,0.050173,0.201161,0.300113,0.499578,0.399419,0.049672,0.0015,0.000337,0.000367,0.00192,0.000198,0.000128,0.000185,0.000455,4e-06,6.3e-05,0.000165,0.000366,0.000296,1.2e-05
40,204,204,0,0,0,0,0,0,0,0,5946.003597,196.010432,3083.989568,2234.286876,38.69,40,2,100,49920.0,3943.551,26.2829,116.0104,0.0,0.0,0.0,0.0,46,0.014706,1.000411,0.50139,0.5009,1.000358,0.402809,0.301692,0.298763,0.503552,0.050098,0.201062,0.300141,0.500271,0.399175,0.04977,0.001536,0.000344,0.000361,0.001899,0.000226,0.000135,0.000184,0.000479,5e-06,6.3e-05,0.000169,0.000393,0.000295,1.3e-05
60,209,209,0,0,0,0,0,0,0,0,5974.789289,238.603728,3041.396272,2411.527115,57.51,60,2,100,74880.0,5972.4285,46.1781,158.6037,0.0,0.0,0.0,0.0,57,0.019139,1.001312,0.501581,0.501192,0.99999,0.403238,0.301519,0.299469,0.503209,0.050045,0.200942,0.300378,0.500445,0.399376,0.049811,0.001609,0.00038,0.000368,0.001929,0.000249,0.000141,0.000203,0.000493,5e-06,6.2e-05,0.000174,0.000402,0.000324,1.4e-05
80,208,213,5,5,0,0,0,1,1.151933,0.0,5929.801822,241.687108,3037.160959,2481.37822,76.13,80,3,100,99840.0,8023.1085,69.1133,167.5937,0.0,0.0,0.0,0.0,81,0.024038,1.002797,0.501947,0.501498,1.000011,0.403257,0.301691,0.299246,0.502692,0.050033,0.200779,0.300178,0.500819,0.399014,0.049707,0.001677,0.000368,0.000359,0.001936,0.000244,0.000136,0.000189,0.000492,5e-06,6e-05,0.000176,0.000437,0.000295,1.5e-05
100,201,221,20,20,0,0,0,6,3.999734,0.0,5962.178292,230.966554,3045.033712,2507.783538,92.49,100,3,97,124800.0,10091.5935,92.3645,174.9745,0.0,0.0,0.0,0.0,65,0.029851,1.003477,0.501569,0.501614,1.000365,0.404351,0.301893,0.2995,0.50223,0.049998,0.20068,0.300375,0.501821,0.398462,0.049758,0.001699,0.000385,0.000363,0.001891,0.000318,0.000141,0.00018,0.000497,5e-06,5.4e-05,0.00018,0.000459,0.00032,1.5e-05
120,201,228,27,27,0,0,0,6,5.985806,0.0,6040.017873,232.018258,3041.995937,2516.332288,108.73,120,3,96,149760.0,12180.9405,117.0646,184.684,0.0,0.0,0.0,0.0,57,0.029851,1.002138,0.501676,0.502095,0.997755,0.404226,0.302039,0.299329,0.50164,0.05008,0.200516,0.300398,0.503039,0.398077,0.049744,0.001729,0.000428,0.000405,0.001801,0.000318,0.000145,0.000186,0.000539,6e-06,5.5e-05,0.000178,0.000546,0.000322,1.5e-05
140,202,234,32,32,0,0,0,9,6.900331,0.0,6113.860176,235.22221,3037.877459,2517.88095,124.98,140,4,94,174720.0,14284.374,144.1902,193.7452,0.0,0.0,0.0,0.0,65,0.039604,1.003493,0.502089,0.501399,0.998466,0.404641,0.302557,0.299422,0.501503,0.050031,0.200351,0.300003,0.503458,0.397893,0.049721,0.001803,0.000454,0.000417,0.001798,0.000346,0.000167,0.000187,0.000529,6e-06,5.5e-05,0.000178,0.000541,0.000327,1.5e-05
160,196,236,40,40,0,0,0,12,11.074975,0.0,6198.78412,232.152307,3036.772719,2516.434388,143.01,160,4,90,199680.0,16364.964,173.7837,200.2146,0.0,0.0,0.0,0.0,65,0.040816,1.003345,0.501603,0.500837,0.998234,0.40514,0.302636,0.299696,0.501334,0.04998,0.20027,0.300156,0.503483,0.398148,0.049723,0.001879,0.000483,0.000435,0.001831,0.000364,0.000167,0.000188,0.000534,6e-06,5.7e-05,0.000181,0.000586,0.000319,1.6e-05
180,194,240,46,46,0,0,0,17,15.280361,0.0,6283.801979,229.838934,3034.880705,2514.376864,159.38,180,4,86,224640.0,18431.838,205.0459,205.0937,0.0,0.0,0.0,0.0,65,0.046392,1.004038,0.50181,0.501079,0.997676,0.405578,0.303111,0.299543,0.501187,0.050029,0.200339,0.30015,0.503656,0.398253,0.04986,0.001927,0.00048,0.000439,0.001889,0.000367,0.000164,0.00019,0.000543,6e-06,6.2e-05,0.000183,0.00058,0.000324,1.6e-05
200,195,245,50,50,0,0,0,18,15.116671,0.0,6359.068544,230.081127,3034.802203,2512.73106,174.73,200,4,85,249600.0,20488.647,236.8727,210.2411,0.0,0.0,0.0,0.0,65,0.046154,1.003156,0.501225,0.501043,0.997478,0.406059,0.30342,0.299493,0.500883,0.049963,0.200244,0.299974,0.504152,0.398386,0.049872,0.001952,0.000477,0.000441,0.00179,0.000368,0.00017,0.000189,0.000555,7e-06,6.4e-05,0.00018,0.000573,0.000321,1.5e-05
