tick,population,births_cum,deaths_cum,deaths_starvation,deaths_damage,deaths_predation,deaths_disaster,corpse_count,corpse_matter,corpse_energy,total_energy,total_biomass,nutrient_total,chemical_total,mean_age,max_age,max_generation,n_lineages,light_supply_cum,flow_light_cum,flow_chemical_cum,flow_nutrient_cum,flow_corpse_matter_cum,flow_corpse_energy_cum,flow_predation_energy_cum,flow_predation_matter_cum,top_lineage_id,top_lineage_frac,pop_north_band,pop_middle_band,pop_south_band,frac_north_band,frac_middle_band,frac_south_band,mean_local_light,vent_cell_population,vent_cell_frac,mean_move_per_org_tick,mean_body_size,mean_membrane_strength,mean_movement_power,mean_movement_efficiency,mean_sensory_range,mean_light_absorption,mean_chemical_absorption,mean_nutrient_absorption,mean_predation_efficiency,mean_corpse_digestion,mean_repair_rate,mean_damage_resistance,mean_reproduction_investment,mean_mutation_rate,var_body_size,var_membrane_strength,var_movement_power,var_movement_efficiency,var_sensory_range,var_light_absorption,var_chemical_absorption,var_nutrient_absorption,var_predation_efficiency,var_corpse_digestion,var_repair_rate,var_damage_resistance,var_reproduction_investment,var_mutation_rate
4480,313,1362,1049,1049,0,0,0,33,6.801943,0.0,10532.203789,365.456304,2907.741753,2450.0,2231.81,4480,7,79,5591040.0,603376.767,1305.9722,1503.6257,30.9114,0.0,0.0,0.0,71,0.028754,116,175,22,0.370607,0.559105,0.070288,0.907912,6,0.019169,0.000636,0.985188,0.494767,0.499849,1.002677,0.402667,0.312722,0.30145,0.500784,0.050056,0.200104,0.305585,0.497668,0.403087,0.049188,0.006056,0.001243,0.001475,0.007185,0.00078,0.000972,0.000435,0.000833,1.3e-05,0.000182,0.000555,0.001245,0.001003,5.3e-05
4500,317,1370,1053,1053,0,0,0,30,6.715692,0.0,10585.621047,366.422696,2906.861612,2450.0,2221.5,4500,7,79,5616000.0,606626.136,1307.4572,1509.5818,30.9114,0.0,0.0,0.0,26,0.025237,118,177,22,0.37224,0.55836,0.069401,0.908352,6,0.018927,0.000116,0.985906,0.494542,0.499094,1.002632,0.4034,0.313224,0.301693,0.500277,0.050011,0.200052,0.30585,0.498315,0.402916,0.049015,0.006035,0.00125,0.001468,0.00705,0.000788,0.000951,0.000434,0.000834,1.3e-05,0.000184,0.000573,0.001238,0.001009,5.1e-05
4520,321,1379,1058,1058,0,0,0,31,6.464804,0.0,10657.139267,368.852054,2904.683141,2450.0,2202.12,4520,7,79,5640960.0,609905.1675,1308.9422,1518.3016,30.9601,0.0,0.0,0.0,87,0.028037,119,180,22,0.370717,0.560748,0.068536,0.905706,6,0.018692,1.8e-05,0.98414,0.493867,0.497742,1.002942,0.403418,0.31374,0.302093,0.501233,0.050091,0.200079,0.30584,0.499011,0.403425,0.049052,0.006289,0.001304,0.001518,0.006785,0.000782,0.001068,0.000441,0.000822,1.3e-05,0.000183,0.000581,0.001219,0.001023,5.2e-05
4540,321,1384,1063,1063,0,0,0,34,7.563036,0.0,10706.82724,371.913637,2900.523327,2450.0,2219.21,4540,7,79,5665920.0,613190.4675,1310.4272,1527.1787,31.0926,0.0,0.0,0.0,87,0.028037,119,181,21,0.370717,0.563863,0.065421,0.905836,6,0.018692,0.000914,0.984848,0.493617,0.498099,1.00185,0.403186,0.313726,0.301963,0.501186,0.05009,0.19994,0.305587,0.499257,0.403108,0.048943,0.006362,0.001353,0.001546,0.006608,0.000778,0.001063,0.000442,0.000825,1.3e-05,0.000176,0.000579,0.001225,0.00105,5.4e-05
4560,318,1389,1071,1071,0,0,0,34,8.225961,0.0,10754.847693,370.407114,2901.366925,2450.0,2239.31,4560,7,79,5690880.0,616475.7675,1311.9122,1534.5887,31.1881,0.0,0.0,0.0,87,0.028302,119,178,21,0.374214,0.559748,0.066038,0.908774,6,0.018868,0.001491,0.986699,0.494021,0.498749,1.001592,0.403664,0.31374,0.30199,0.501664,0.050045,0.200141,0.305483,0.498902,0.402875,0.049017,0.006096,0.001309,0.001548,0.006836,0.000748,0.00103,0.00044,0.000835,1.3e-05,0.000184,0.000551,0.001257,0.001035,5.3e-05
4580,317,1397,1080,1080,0,0,0,39,8.720233,0.0,10809.659053,367.378875,2903.900892,2450.0,2241.19,4580,7,79,5715840.0,619761.0675,1313.3972,1542.151,31.1881,0.0,0.0,0.0,87,0.028391,120,178,19,0.378549,0.561514,0.059937,0.912856,6,0.018927,0.002598,0.986782,0.493877,0.498788,1.004249,0.403839,0.313725,0.302033,0.500938,0.050034,0.200119,0.305461,0.497881,0.402207,0.048982,0.006201,0.001299,0.001547,0.007928,0.000763,0.001019,0.000444,0.000847,1.3e-05,0.000186,0.000592,0.001259,0.001062,5.2e-05
4600,316,1403,1087,1087,0,0,0,39,7.509265,0.0,10902.963763,367.362866,2905.127869,2450.0,2253.97,4600,7,79,5740800.0,623063.3835,1314.8822,1550.3854,31.3309,0.0,0.0,0.0,87,0.028481,119,178,19,0.376582,0.563291,0.060127,0.910984,6,0.018987,0.000643,0.987018,0.493826,0.497615,1.003607,0.404003,0.313774,0.302053,0.500553,0.050044,0.200167,0.305424,0.498476,0.40182,0.049062,0.006402,0.001345,0.001437,0.008078,0.000762,0.00103,0.000443,0.00084,1.3e-05,0.000193,0.000594,0.001196,0.001075,5.3e-05
4620,315,1406,1091,1091,0,0,0,37,5.695677,0.0,11016.261298,368.730284,2905.574039,2450.0,2270.98,4620,7,79,5765760.0,626369.9535,1316.3672,1556.3225,31.5018,0.0,0.0,0.0,87,0.028571,118,178,19,0.374603,0.565079,0.060317,0.910633,6,0.019048,0.000222,0.987193,0.494152,0.497903,1.003775,0.403745,0.313838,0.301966,0.500597,0.050041,0.200238,0.305566,0.49787,0.401244,0.049017,0.006418,0.001352,0.001428,0.00813,0.000748,0.001041,0.000436,0.000806,1.4e-05,0.000188,0.000595,0.001215,0.001061,5.3e-05
4640,321,1414,1093,1093,0,0,0,37,5.448152,0.0,11095.203912,372.40013,2902.151718,2450.0,2245.94,4640,7,79,5790720.0,629676.5235,1317.8522,1562.1686,31.5321,0.0,0.0,0.0,26,0.028037,120,180,21,0.373832,0.560748,0.065421,0.90865,7,0.021807,0.0,0.988283,0.494461,0.497914,1.004474,0.403938,0.313844,0.301693,0.500237,0.050027,0.200226,0.305981,0.497322,0.401646,0.048982,0.006537,0.001365,0.001436,0.008266,0.000759,0.001033,0.000433,0.000898,1.4e-05,0.000196,0.00059,0.001221,0.001143,5.2e-05
4660,324,1423,1099,1099,0,0,0,38,7.194026,0.0,11137.079901,374.135928,2898.670046,2450.0,2238.6,4660,7,79,5815680.0,632997.1005,1319.3372,1571.0859,31.7472,0.0,0.0,0.0,87,0.030864,119,184,21,0.367284,0.567901,0.064815,0.906843,7,0.021605,0.000378,0.986284,0.494139,0.497481,1.004741,0.404007,0.314594,0.301863,0.499881,0.050008,0.200378,0.306116,0.497273,0.400954,0.049094,0.006737,0.001396,0.001496,0.008312,0.000788,0.001112,0.000432,0.000889,1.4e-05,0.000196,0.000611,0.001213,0.001143,5.2e-05
4680,325,1432,1107,1107,0,0,0,42,7.429601,0.0,11189.542984,374.410654,2898.159745,2450.0,2225.96,4680,7,79,5840640.0,636323.6805,1320.8222,1580.5482,32.0257,0.0,0.0,0.0,26,0.027692,120,184,21,0.369231,0.566154,0.064615,0.906614,7,0.021538,0.001421,0.986004,0.495176,0.49796,1.005038,0.404191,0.314739,0.302496,0.499694,0.049979,0.200241,0.305969,0.496913,0.400912,0.049143,0.006682,0.001374,0.001589,0.008336,0.000828,0.001127,0.000456,0.000922,1.4e-05,0.000198,0.000608,0.001215,0.001162,5.2e-05
4700,329,1440,1111,1111,0,0,0,39,5.670975,0.0,11225.057709,378.5098,2895.819225,2450.0,2216.29,4700,7,79,5865600.0,639650.2605,1322.3072,1589.362,32.2152,0.0,0.0,0.0,87,0.030395,121,187,21,0.367781,0.568389,0.06383,0.90667,8,0.024316,0.001265,0.986248,0.494945,0.498794,1.005009,0.404302,0.314973,0.302521,0.500435,0.049887,0.200231,0.306371,0.497154,0.40078,0.049366,0.006786,0.001377,0.001705,0.00865,0.000847,0.001139,0.000469,0.001007,1.4e-05,0.0002,0.00062,0.001243,0.001154,5.3e-05
4720,330,1447,1117,1117,0,0,0,38,6.742325,0.0,11222.634113,382.151145,2891.10653,2450.0,2224.97,4720,7,79,5890560.0,642976.8405,1323.7922,1599.8692,32.3281,0.0,0.0,0.0,26,0.030303,124,185,21,0.375758,0.560606,0.063636,0.911218,8,0.024242,0.001057,0.987074,0.495336,0.498656,1.004583,0.404538,0.315697,0.302425,0.500261,0.049848,0.200138,0.306812,0.497144,0.400903,0.049295,0.007091,0.001379,0.001687,0.008659,0.000868,0.001171,0.000466,0.000999,1.4e-05,0.0002,0.000641,0.001263,0.001156,5.3e-05
4740,335,1456,1121,1121,0,0,0,34,6.117111,0.0,11178.713001,387.494153,2886.388736,2450.0,2198.14,4740,7,79,5915520.0,646303.4205,1325.2772,1609.3722,32.3857,0.0,0.0,0.0,26,0.029851,125,188,22,0.373134,0.561194,0.065672,0.909416,8,0.023881,0.000466,0.989332,0.496095,0.498845,1.003197,0.404672,0.315362,0.302962,0.500585,0.049866,0.199986,0.306978,0.497482,0.401017,0.049276,0.006859,0.001401,0.001662,0.008516,0.000852,0.001066,0.000486,0.000988,1.4e-05,0.000202,0.000637,0.001264,0.001178,5.3e-05
4760,335,1461,1126,1126,0,0,0,33,5.195228,0.0,11094.318758,392.329816,2882.474956,2450.0,2210.34,4760,7,79,5940480.0,649630.0005,1326.7622,1619.5299,32.8841,0.0,0.0,0.0,23,0.029851,123,190,22,0.367164,0.567164,0.065672,0.906157,7,0.020896,0.0,0.990834,0.49614,0.499183,1.003565,0.40408,0.315184,0.302653,0.500711,0.049826,0.200061,0.306804,0.497194,0.401645,0.049224,0.007021,0.001369,0.001774,0.0085,0.000838,0.001074,0.000479,0.000962,1.4e-05,0.000198,0.000627,0.001268,0.001165,5.4e-05
4780,332,1464,1132,1132,0,0,0,39,7.362264,0.0,11004.942721,391.940872,2880.696864,2450.0,2241.8,4780,7,79,5965440.0,652956.5805,1328.2472,1625.6575,33.1761,0.0,0.0,0.0,23,0.03012,123,188,21,0.370482,0.566265,0.063253,0.907075,7,0.021084,0.000614,0.991665,0.49658,0.499479,1.003267,0.404074,0.314586,0.303057,0.500286,0.049845,0.200093,0.306729,0.497753,0.401918,0.049084,0.006864,0.001366,0.001726,0.008258,0.000834,0.001045,0.000468,0.000959,1.4e-05,0.000194,0.000626,0.001232,0.001168,5.3e-05
4800,327,1468,1141,1141,0,0,0,42,7.260187,0.0,10965.991932,385.174702,2887.565111,2450.0,2283.19,4800,7,79,5990400.0,656293.7925,1329.7322,1629.223,33.3289,0.0,0.0,0.0,26,0.030581,121,185,21,0.370031,0.565749,0.06422,0.90828,7,0.021407,0.001873,0.993306,0.496086,0.499274,1.003977,0.404002,0.315089,0.303057,0.499935,0.049807,0.199945,0.306784,0.49758,0.401742,0.049034,0.007025,0.001405,0.001727,0.008188,0.000816,0.001056,0.000465,0.00096,1.4e-05,0.000192,0.00062,0.001237,0.001168,5.2e-05
4820,329,1480,1151,1151,0,0,0,41,8.693406,0.0,10976.999036,379.820761,2891.485833,2450.0,2270.06,4820,7,79,6015360.0,659648.67,1331.2172,1636.3145,33.6736,0.0,0.0,0.0,23,0.030395,122,186,21,0.370821,0.56535,0.06383,0.909734,7,0.021277,0.001031,0.992573,0.496869,0.498572,1.003116,0.404235,0.314556,0.302905,0.500124,0.049768,0.199947,0.306337,0.497278,0.400914,0.049151,0.006868,0.001385,0.001732,0.008218,0.000787,0.001056,0.000473,0.000949,1.4e-05,0.000195,0.000608,0.001266,0.001046,5.2e-05
4840,328,1487,1159,1159,0,0,0,40,8.493917,0.0,11000.227679,381.091386,2890.414697,2450.0,2282.87,4840,7,79,6040320.0,663008.55,1332.7022,1646.8366,33.7222,0.0,0.0,0.0,23,0.030488,119,188,21,0.362805,0.573171,0.064024,0.904976,6,0.018293,0.000412,0.993258,0.495964,0.498394,1.003167,0.404021,0.314114,0.302594,0.499998,0.049797,0.200139,0.306054,0.497525,0.401426,0.049037,0.006767,0.001368,0.001719,0.007944,0.000775,0.001047,0.000465,0.000867,1.4e-05,0.000193,0.000602,0.00121,0.001038,5.2e-05
4860,327,1492,1165,1165,0,0,0,36,6.720137,0.0,11023.434709,382.463068,2890.816796,2450.0,2292.42,4860,7,79,6065280.0,666368.43,1334.1872,1655.6807,33.8253,0.0,0.0,0.0,23,0.027523,120,186,21,0.366972,0.568807,0.06422,0.906674,6,0.018349,0.00087,0.99082,0.495511,0.498279,1.003873,0.403972,0.314009,0.302545,0.499726,0.049767,0.200074,0.305922,0.497903,0.401916,0.049008,0.006721,0.001379,0.001736,0.007869,0.000747,0.001046,0.000458,0.00088,1.4e-05,0.000187,0.000588,0.001199,0.001048,5.2e-05
4880,330,1498,1168,1168,0,0,0,37,7.000447,0.0,11042.027581,384.855035,2888.144518,2450.0,2289.9,4880,7,79,6090240.0,669728.31,1335.6722,1661.4606,33.8253,0.0,0.0,0.0,23,0.030303,121,189,20,0.366667,0.572727,0.060606,0.907655,6,0.018182,0.0009,0.990981,0.494822,0.497955,1.005111,0.404171,0.314094,0.302398,0.49928,0.049769,0.200237,0.306031,0.498212,0.402332,0.048967,0.006657,0.001385,0.001639,0.007884,0.000743,0.001034,0.000479,0.000873,1.4e-05,0.000186,0.000596,0.001266,0.001043,5.2e-05
4900,332,1506,1174,1174,0,0,0,34,7.103448,0.0,11035.645137,386.251595,2886.644958,2450.0,2288.53,4900,7,79,6115200.0,673088.19,1337.1572,1670.0498,33.8677,0.0,0.0,0.0,26,0.03012,123,189,20,0.370482,0.569277,0.060241,0.910744,6,0.018072,0.000825,0.990706,0.494983,0.49768,1.004702,0.404133,0.314436,0.302202,0.499142,0.049873,0.20012,0.306336,0.498039,0.402582,0.049156,0.006494,0.001363,0.001583,0.007933,0.000719,0.001031,0.000477,0.000864,1.4e-05,0.000188,0.000592,0.001294,0.001027,5.2e-05
4920,328,1508,1180,1180,0,0,0,28,4.709503,0.0,11043.85824,386.325169,2888.965328,2450.0,2331.82,4920,7,79,6140160.0,676448.07,1338.6422,1676.9729,34.0272,0.0,0.0,0.0,26,0.030488,124,185,19,0.378049,0.564024,0.057927,0.914131,6,0.018293,0.001727,0.990779,0.494323,0.497749,1.004866,0.40422,0.314504,0.302214,0.499043,0.049869,0.200053,0.305945,0.498317,0.402586,0.048967,0.006494,0.001386,0.00157,0.008045,0.000723,0.001035,0.000476,0.000884,1.5e-05,0.00019,0.000605,0.001293,0.001047,5.2e-05
4940,328,1514,1186,1186,0,0,0,31,5.645104,0.0,11057.052722,383.905356,2890.44954,2450.0,2347.37,4940,7,79,6165120.0,679807.95,1340.1272,1681.8037,34.0272,0.0,0.0,0.0,26,0.027439,126,183,19,0.384146,0.557927,0.057927,0.917012,6,0.018293,0.00124,0.990697,0.493881,0.49658,1.00455,0.404469,0.315191,0.302183,0.499227,0.04995,0.200083,0.305748,0.498048,0.402988,0.049009,0.006563,0.001356,0.001415,0.008045,0.000725,0.001022,0.000472,0.00088,1.5e-05,0.00019,0.000596,0.001279,0.001045,5.1e-05
4960,335,1523,1188,1188,0,0,0,29,5.246176,0.0,11048.334785,388.359872,2886.393952,2450.0,2316.74,4960,7,79,6190080.0,683167.83,1341.6122,1688.6788,34.0272,0.0,0.0,0.0,26,0.026866,128,188,19,0.38209,0.561194,0.056716,0.916876,6,0.01791,0.000363,0.989873,0.493292,0.49612,1.004742,0.404754,0.315481,0.302309,0.50001,0.049884,0.199821,0.305679,0.498644,0.402969,0.048903,0.006862,0.001395,0.001409,0.007856,0.000735,0.00105,0.000492,0.000924,1.5e-05,0.000181,0.0006,0.001277,0.001033,5.1e-05
4980,336,1527,1191,1191,0,0,0,29,4.957329,0.0,11011.426468,392.887648,2882.155023,2450.0,2328.5,4980,7,79,6215040.0,686535.2505,1343.0972,1696.8956,34.0272,0.0,0.0,0.0,26,0.026786,129,188,19,0.383929,0.559524,0.056548,0.918687,7,0.020833,0.00139,0.990204,0.492895,0.496348,1.004756,0.40454,0.315879,0.302414,0.499786,0.049923,0.19986,0.305569,0.498906,0.402773,0.048869,0.006922,0.00141,0.001406,0.007977,0.000737,0.001056,0.000488,0.000916,1.5e-05,0.000182,0.000605,0.001287,0.001042,5.2e-05
5000,336,1535,1199,1199,0,0,0,30,5.242728,0.0,10970.138298,391.012515,2883.744757,2450.0,2340.32,5000,7,79,6240000.0,689908.8405,1344.5822,1704.4596,34.0937,0.0,0.0,0.0,26,0.026786,129,187,20,0.383929,0.556548,0.059524,0.91825,7,0.020833,0.001209,0.991072,0.493365,0.496802,1.002147,0.404423,0.31591,0.302137,0.500032,0.049913,0.199896,0.305797,0.499593,0.402561,0.048978,0.006913,0.00141,0.001404,0.007314,0.000729,0.001069,0.00048,0.000921,1.5e-05,0.000185,0.000601,0.001286,0.001041,5.1e-05
