tick,population,births_cum,deaths_cum,deaths_starvation,deaths_damage,deaths_predation,deaths_disaster,corpse_count,corpse_matter,corpse_energy,total_energy,total_biomass,nutrient_total,chemical_total,mean_age,max_age,max_generation,n_lineages,light_supply_cum,flow_light_cum,flow_chemical_cum,flow_nutrient_cum,flow_corpse_matter_cum,flow_corpse_energy_cum,flow_predation_energy_cum,flow_predation_matter_cum,top_lineage_id,top_lineage_frac,pop_north_band,pop_middle_band,pop_south_band,frac_north_band,frac_middle_band,frac_south_band,mean_local_light,vent_cell_population,vent_cell_frac,mean_move_per_org_tick,mean_body_size,mean_membrane_strength,mean_movement_power,mean_movement_efficiency,mean_sensory_range,mean_light_absorption,mean_chemical_absorption,mean_nutrient_absorption,mean_predation_efficiency,mean_corpse_digestion,mean_repair_rate,mean_damage_resistance,mean_reproduction_investment,mean_mutation_rate,var_body_size,var_membrane_strength,var_movement_power,var_movement_efficiency,var_sensory_range,var_light_absorption,var_chemical_absorption,var_nutrient_absorption,var_predation_efficiency,var_corpse_digestion,var_repair_rate,var_damage_resistance,var_reproduction_investment,var_mutation_rate
220,246,340,94,94,0,0,0,81,39.96102,0.0,9699.151417,281.239237,2958.799744,2542.466462,158.83,220,4,57,274560.0,25997.2388,193.6905,312.0797,0.0,0.0,0.0,0.0,69,0.052846,149,97,0,0.605691,0.394309,0.0,1.546084,11,0.044715,0.0,0.996155,0.496454,0.499672,1.000711,0.402267,0.299911,0.297036,0.501681,0.050174,0.198582,0.29928,0.499182,0.402252,0.050332,0.002832,0.000728,0.000742,0.003456,0.000563,0.000347,0.000333,0.000967,9e-06,0.00017,0.000371,0.000799,0.000486,4.3e-05
240,255,351,96,96,0,0,0,83,38.529582,0.0,9917.516462,288.218458,2953.25196,2530.782657,171.09,240,4,55,299520.0,28698.1621,221.5311,321.5617,0.0,0.0,0.0,0.0,69,0.054902,157,98,0,0.615686,0.384314,0.0,1.56068,12,0.047059,0.0,0.99582,0.496974,0.49917,0.998419,0.40325,0.300046,0.297398,0.501407,0.0502,0.198711,0.299785,0.500384,0.401253,0.050354,0.002886,0.000783,0.000747,0.003866,0.000594,0.000374,0.000363,0.001017,9e-06,0.000191,0.000399,0.000848,0.00053,4.6e-05
260,263,361,98,98,0,0,0,82,34.806713,0.0,10119.181952,298.826798,2946.366489,2526.296466,184.24,260,4,55,324480.0,31474.2255,243.2949,334.4668,0.0,0.0,0.0,0.0,73,0.057034,163,100,0,0.619772,0.380228,0.0,1.562966,13,0.04943,0.0,0.995709,0.497776,0.498283,0.997251,0.403257,0.300353,0.297685,0.501691,0.050197,0.198913,0.299672,0.50043,0.400807,0.050471,0.002935,0.000834,0.000778,0.003946,0.000608,0.000373,0.00038,0.001066,9e-06,0.000206,0.000405,0.000844,0.000528,4.9e-05
280,274,374,100,100,0,0,0,83,31.711087,0.0,10302.748357,308.776751,2939.512162,2522.479532,195.26,280,5,55,349440.0,34325.5588,267.0354,346.8327,0.0,0.0,0.0,0.0,73,0.054745,171,103,0,0.624088,0.375912,0.0,1.566484,14,0.051095,0.0,0.994945,0.497135,0.498862,0.997213,0.403442,0.300327,0.29776,0.501949,0.050077,0.199059,0.299465,0.500469,0.401286,0.050749,0.002922,0.000829,0.000789,0.004103,0.000641,0.000392,0.000377,0.001044,1e-05,0.000211,0.000412,0.000828,0.000579,5.7e-05
300,284,385,101,101,0,0,0,83,28.822041,0.0,10415.433314,321.673891,2929.504068,2519.055798,207.27,300,5,55,374400.0,37204.6024,292.4659,360.7787,0.0,0.0,0.0,0.0,69,0.056338,179,105,0,0.630282,0.369718,0.0,1.567171,16,0.056338,0.0,0.995269,0.497318,0.499984,0.998488,0.402815,0.30032,0.297859,0.502024,0.05004,0.199022,0.299776,0.500143,0.401226,0.050872,0.003047,0.000861,0.000845,0.004383,0.000658,0.000418,0.000405,0.001138,1e-05,0.00021,0.000434,0.000851,0.000681,6.1e-05
320,285,389,104,104,0,0,0,83,26.07272,0.0,10464.084136,329.738343,2924.188937,2513.719368,224.28,320,5,55,399360.0,40084.4031,322.1861,372.6563,0.0,0.0,0.0,0.0,69,0.05614,179,106,0,0.62807,0.37193,0.0,1.565778,16,0.05614,0.0,0.994418,0.496861,0.500576,0.999268,0.402897,0.30043,0.298062,0.502151,0.049998,0.198951,0.299706,0.499988,0.401735,0.050898,0.002993,0.000867,0.000807,0.00443,0.00066,0.000431,0.000403,0.001169,1e-05,0.000209,0.000422,0.00088,0.000699,6.1e-05
340,286,394,108,108,0,0,0,82,23.61589,0.0,10493.289537,333.78383,2922.600279,2507.6985,240.05,340,5,55,424320.0,42981.6697,355.7419,381.4674,0.0,0.0,0.0,0.0,69,0.055944,181,105,0,0.632867,0.367133,0.0,1.567121,16,0.055944,0.0,0.993575,0.496397,0.501144,0.999779,0.4024,0.300776,0.297966,0.502422,0.049954,0.198774,0.299697,0.499642,0.401965,0.050894,0.003075,0.000865,0.000823,0.004537,0.000659,0.000459,0.000402,0.001159,1e-05,0.000203,0.000412,0.000882,0.000708,6.3e-05
360,288,401,113,113,0,0,0,81,21.317816,0.0,10526.395086,334.628368,2924.053815,2502.819196,254.65,360,5,55,449280.0,45896.2697,390.9051,388.2182,0.0,0.0,0.0,0.0,69,0.055556,182,106,0,0.631944,0.368056,0.0,1.567523,16,0.055556,0.0,0.992887,0.496498,0.501149,1.000055,0.40224,0.301087,0.297608,0.502903,0.049923,0.198634,0.29976,0.49962,0.401624,0.050854,0.003178,0.000903,0.000791,0.00444,0.000713,0.000463,0.000401,0.001265,1e-05,0.000205,0.000424,0.000896,0.000707,6.3e-05
380,291,406,115,115,0,0,0,82,20.446788,0.0,10533.624374,339.717523,2919.835688,2498.46917,270.16,380,5,55,474240.0,48810.8697,427.2245,395.6817,0.0873,0.0,0.0,0.0,69,0.054983,186,105,0,0.639175,0.360825,0.0,1.57236,16,0.054983,0.000234,0.992476,0.495953,0.501729,0.998973,0.402122,0.300986,0.297585,0.503316,0.049947,0.198672,0.299449,0.499601,0.40192,0.050942,0.003278,0.000955,0.000847,0.004496,0.000734,0.000466,0.000411,0.001294,1e-05,0.00021,0.000431,0.000897,0.00071,6.6e-05
400,291,411,120,120,0,0,0,82,18.164039,0.0,10541.697723,340.499319,2921.336642,2494.220466,285.42,400,5,55,499200.0,51741.0697,464.2744,402.2276,0.0873,0.0,0.0,0.0,43,0.051546,187,104,0,0.642612,0.357388,0.0,1.568637,15,0.051546,0.0,0.993574,0.496115,0.502275,0.999214,0.401959,0.300908,0.298017,0.503225,0.049963,0.198502,0.299313,0.499319,0.401557,0.05093,0.003363,0.000967,0.000833,0.004531,0.000727,0.000456,0.000412,0.001322,1e-05,0.000207,0.000442,0.00089,0.000734,6.5e-05
420,294,418,124,124,0,0,0,83,16.520587,0.0,10548.431948,342.341909,2921.137504,2489.042046,299.79,420,5,55,524160.0,54690.3364,502.1835,408.808,0.0873,0.0,0.0,0.0,69,0.05102,186,108,0,0.632653,0.367347,0.0,1.564422,15,0.05102,0.0,0.992117,0.49612,0.50238,1.00018,0.401467,0.301249,0.298073,0.503617,0.049984,0.198673,0.299614,0.499453,0.401427,0.051012,0.003455,0.000963,0.000829,0.004441,0.000741,0.000477,0.000408,0.001339,1e-05,0.000207,0.000443,0.000902,0.000765,6.6e-05
440,296,425,129,129,0,0,0,83,15.282396,0.0,10539.379379,343.716822,2921.000782,2482.164545,312.92,440,5,55,549120.0,57638.9982,540.7984,416.1688,0.2364,0.0,0.0,0.0,69,0.050676,188,108,0,0.635135,0.364865,0.0,1.563221,15,0.050676,0.0,0.992801,0.495299,0.502608,0.999075,0.401225,0.301575,0.297889,0.503304,0.05,0.198531,0.29932,0.499418,0.401734,0.050975,0.003472,0.000978,0.000837,0.004396,0.000748,0.000464,0.000404,0.001342,1e-05,0.000201,0.000433,0.000905,0.000771,6.6e-05
460,299,431,132,132,0,0,0,82,14.487746,0.0,10501.51794,348.463735,2917.04852,2471.58309,326.7,460,5,55,574080.0,60595.6316,579.4134,424.6642,0.2364,0.0,0.0,0.0,69,0.050167,189,110,0,0.632107,0.367893,0.0,1.558841,15,0.050167,0.0,0.993099,0.494889,0.503233,0.999765,0.400897,0.301434,0.298018,0.50287,0.050007,0.198229,0.299148,0.499599,0.401796,0.050924,0.003563,0.000976,0.00082,0.004248,0.000736,0.000457,0.000401,0.001317,1.1e-05,0.000198,0.000428,0.000915,0.000764,6.6e-05
480,297,433,136,136,0,0,0,84,13.857005,0.0,10459.751104,349.599083,2916.543912,2468.786507,344.88,480,5,55,599040.0,63567.6482,604.4733,430.5906,0.2364,0.0,0.0,0.0,69,0.050505,189,108,0,0.636364,0.363636,0.0,1.565253,17,0.057239,0.0,0.992182,0.49473,0.503427,1.000397,0.400774,0.301309,0.298296,0.50284,0.050014,0.198278,0.29928,0.499545,0.401343,0.05095,0.003669,0.000975,0.000824,0.004217,0.000739,0.00046,0.000403,0.001304,1.1e-05,0.0002,0.000437,0.000923,0.000792,6.6e-05
500,301,437,136,136,0,0,0,83,10.949411,0.0,10419.180515,354.010737,2915.039853,2465.821264,360.17,500,5,55,624000.0,66556.7816,630.3901,435.0022,0.2364,0.0,0.0,0.0,69,0.053156,193,108,0,0.641196,0.358804,0.0,1.567486,19,0.063123,0.0,0.992122,0.494763,0.503621,1.001184,0.400661,0.301654,0.298036,0.503138,0.050016,0.198258,0.299207,0.499713,0.401005,0.051021,0.003663,0.000971,0.000858,0.004423,0.000733,0.000479,0.000404,0.001307,1.1e-05,0.000201,0.000444,0.000919,0.000794,6.9e-05
520,301,441,140,140,0,0,0,83,10.890948,0.0,10428.12816,354.086217,2915.022835,2459.157673,375.71,520,5,55,648960.0,69602.9849,662.3535,439.4986,0.4018,0.0,0.0,0.0,69,0.053156,192,109,0,0.637874,0.362126,0.0,1.564463,21,0.069767,0.0,0.991742,0.494779,0.503499,1.000886,0.400373,0.30187,0.298054,0.50392,0.049991,0.197967,0.299583,0.499192,0.400703,0.050932,0.003735,0.00098,0.000853,0.004368,0.000741,0.000472,0.000405,0.001335,1.1e-05,0.000198,0.00047,0.000926,0.000782,7e-05
540,302,445,143,143,0,0,0,83,9.283625,0.0,10467.762054,353.761117,2916.955258,2451.620135,391.59,540,5,55,673920.0,72672.5707,697.6983,442.5135,0.6265,0.0,0.0,0.0,69,0.05298,194,108,0,0.642384,0.357616,0.0,1.568322,22,0.072848,0.000245,0.991991,0.495328,0.504049,1.001757,0.399783,0.302107,0.297787,0.504224,0.050044,0.197847,0.299867,0.499213,0.400661,0.050998,0.00385,0.001011,0.000898,0.004536,0.000765,0.000484,0.000396,0.001337,1e-05,0.000208,0.000484,0.00095,0.000784,7.6e-05
560,307,452,145,145,0,0,0,82,8.348157,0.0,10512.417977,356.975105,2914.676738,2442.674368,403.09,560,6,55,698880.0,75769.7631,736.4695,448.1679,0.6265,0.0,0.0,0.0,69,0.052117,199,108,0,0.648208,0.351792,0.0,1.570163,23,0.074919,0.0,0.992644,0.495848,0.504768,1.003151,0.399843,0.302488,0.297751,0.504438,0.050056,0.198021,0.300235,0.499526,0.400254,0.05099,0.003874,0.001067,0.000983,0.004935,0.000767,0.000506,0.000401,0.001339,1e-05,0.000218,0.000516,0.000962,0.000784,7.7e-05
580,310,459,149,149,0,0,0,83,8.117718,0.0,10544.445084,360.093453,2911.788829,2432.574576,415.97,580,6,55,723840.0,78882.6652,778.8157,455.5549,0.7315,0.0,0.0,0.0,69,0.051613,201,109,0,0.648387,0.351613,0.0,1.569366,24,0.077419,0.0,0.992552,0.495714,0.504909,1.003586,0.399442,0.302035,0.29756,0.504196,0.050035,0.198074,0.300368,0.499415,0.400546,0.050792,0.003894,0.001104,0.001015,0.00492,0.00073,0.0005,0.000396,0.001317,1e-05,0.000214,0.000529,0.000944,0.000774,7.8e-05
600,311,464,153,153,0,0,0,82,9.157382,0.0,10557.50983,361.49783,2909.344789,2420.697081,430.48,600,6,55,748800.0,82001.5819,824.4004,461.6948,0.7986,0.0,0.0,0.0,32,0.048232,200,111,0,0.643087,0.356913,0.0,1.563205,24,0.07717,0.0,0.992029,0.494977,0.505721,1.003496,0.399842,0.302065,0.297475,0.504584,0.050043,0.198256,0.300502,0.499243,0.400297,0.050714,0.00394,0.001081,0.001046,0.004882,0.000714,0.000502,0.000388,0.00124,1e-05,0.000209,0.000537,0.000952,0.000785,7.6e-05
620,308,467,159,159,0,0,0,81,6.750108,0.0,10597.54892,360.679581,2912.570312,2403.801866,446.55,620,6,55,773760.0,85127.6486,873.3084,468.1741,0.7986,0.0,0.0,0.0,32,0.051948,200,108,0,0.649351,0.350649,0.0,1.566753,25,0.081169,0.000227,0.991402,0.494711,0.50552,1.002316,0.400517,0.302179,0.29731,0.504396,0.050032,0.19834,0.301204,0.499128,0.400085,0.050578,0.003957,0.001066,0.001018,0.004928,0.000694,0.000501,0.000383,0.001225,1e-05,0.000208,0.000578,0.000964,0.000804,7.3e-05
640,309,471,162,162,0,0,0,80,6.195462,0.0,10618.296544,362.625915,2911.178623,2389.403268,463.27,640,6,55,798720.0,88253.7152,913.7052,473.7935,0.7986,0.0,0.0,0.0,32,0.05178,201,108,0,0.650485,0.349515,0.0,1.574024,25,0.080906,0.000681,0.990564,0.494626,0.505189,1.003111,0.401305,0.302352,0.297043,0.504167,0.050046,0.198319,0.301331,0.499644,0.399984,0.050639,0.00413,0.001056,0.001022,0.004914,0.000722,0.000502,0.000386,0.001194,1e-05,0.000216,0.000584,0.000972,0.000798,7.4e-05
660,313,477,164,164,0,0,0,80,7.0487,0.0,10629.922823,365.315926,2907.635374,2375.608952,475.67,660,7,55,823680.0,91402.9219,950.5787,479.0145,0.7986,0.0,0.0,0.0,32,0.054313,202,111,0,0.645367,0.354633,0.0,1.570106,26,0.083067,0.0,0.990199,0.494688,0.504937,1.003366,0.401441,0.302394,0.29702,0.504068,0.050073,0.198255,0.301321,0.499257,0.399863,0.050606,0.004142,0.001072,0.00102,0.004845,0.000763,0.000508,0.000384,0.001201,1.1e-05,0.000216,0.000606,0.000987,0.000828,7.4e-05
680,311,482,171,171,0,0,0,74,6.215217,0.0,10650.821067,362.760844,2911.023939,2370.504022,489.82,680,7,55,848640.0,94575.7886,975.8729,484.753,1.0075,0.0,0.0,0.0,32,0.057878,200,111,0,0.643087,0.356913,0.0,1.570171,26,0.083601,0.000229,0.989281,0.494378,0.50529,1.002859,0.4013,0.303297,0.29691,0.504395,0.050038,0.19782,0.301951,0.498837,0.399807,0.05082,0.00413,0.001084,0.001067,0.004988,0.00078,0.000597,0.00038,0.001198,1e-05,0.000218,0.000621,0.000995,0.000828,7.9e-05
700,310,483,173,173,0,0,0,21,2.716723,0.0,10693.540245,365.30262,2911.980657,2366.700502,509.88,700,7,55,873600.0,97748.6552,1001.2508,489.6012,1.0075,0.0,0.0,0.0,32,0.058065,198,112,0,0.63871,0.36129,0.0,1.56643,26,0.083871,0.0,0.989897,0.494312,0.505553,1.002941,0.401264,0.303461,0.296869,0.504356,0.050073,0.197951,0.301994,0.498791,0.400024,0.050866,0.004195,0.001086,0.001067,0.005011,0.000783,0.000595,0.000381,0.001201,1e-05,0.000219,0.000623,0.001001,0.000831,8e-05
720,308,483,175,175,0,0,0,16,2.533632,0.0,10729.026612,365.543639,2911.922729,2363.375556,531.62,720,7,55,898560.0,100921.5219,1027.052,491.9262,1.0688,0.0,0.0,0.0,32,0.055195,196,112,0,0.636364,0.363636,0.0,1.565346,25,0.081169,0.0,0.99052,0.49411,0.505684,1.003252,0.401365,0.303504,0.296934,0.50451,0.050061,0.197994,0.301757,0.49885,0.400148,0.050903,0.00416,0.001087,0.001067,0.005028,0.000786,0.000599,0.000382,0.001202,1e-05,0.000221,0.000597,0.001005,0.000815,8e-05
740,308,486,178,178,0,0,0,16,3.300157,0.0,10766.165832,364.254826,2912.445017,2359.970648,549.66,740,7,55,923520.0,104094.3886,1053.313,494.0888,1.0688,0.0,0.0,0.0,32,0.058442,197,111,0,0.63961,0.36039,0.0,1.567175,27,0.087662,0.000443,0.990825,0.494797,0.505764,1.002951,0.401091,0.303849,0.297,0.504153,0.050026,0.197921,0.301849,0.498483,0.399927,0.051057,0.004172,0.001127,0.001074,0.004993,0.000799,0.000633,0.000384,0.001174,1e-05,0.000221,0.000636,0.001013,0.000817,8.1e-05
760,307,490,183,183,0,0,0,19,5.199489,0.0,10830.565881,360.613091,2914.18742,2355.448253,562.94,760,7,54,948480.0,107272.1952,1081.0496,496.1692,1.0688,0.0,0.0,0.0,32,0.055375,194,113,0,0.631922,0.368078,0.0,1.562964,26,0.084691,0.0,0.991717,0.495355,0.505603,1.002978,0.401303,0.304235,0.296952,0.503942,0.050016,0.197913,0.301709,0.498539,0.400339,0.051051,0.004169,0.001141,0.001085,0.005131,0.000807,0.00063,0.000385,0.001214,1e-05,0.000222,0.000643,0.001011,0.000806,8.1e-05
780,309,493,184,184,0,0,0,15,3.721599,0.0,10907.316067,363.432486,2912.845915,2350.003167,578.11,780,7,54,973440.0,110461.5286,1109.7223,500.1804,1.0688,0.0,0.0,0.0,32,0.058252,195,114,0,0.631068,0.368932,0.0,1.561122,27,0.087379,0.0,0.991853,0.495475,0.505228,1.002773,0.401387,0.304138,0.296831,0.50432,0.049972,0.197899,0.301869,0.49854,0.39998,0.051001,0.004245,0.00115,0.001065,0.005099,0.000813,0.000627,0.000387,0.001221,1e-05,0.000223,0.000653,0.001014,0.000812,8.2e-05
800,308,497,189,189,0,0,0,15,3.370636,0.0,10984.739669,361.025026,2915.604337,2342.594775,592.5,800,7,54,998400.0,113645.6186,1139.2108,503.8998,1.0688,0.0,0.0,0.0,32,0.058442,194,114,0,0.62987,0.37013,0.0,1.560281,26,0.084416,0.0,0.991789,0.495049,0.504872,1.000682,0.401905,0.304211,0.297013,0.503702,0.049993,0.198091,0.302153,0.498641,0.399643,0.050936,0.004283,0.001123,0.001022,0.004792,0.000855,0.000611,0.000392,0.001227,1e-05,0.00022,0.000649,0.001034,0.000834,8e-05
820,316,507,191,191,0,0,0,14,3.077483,0.0,11026.303571,364.381564,2912.540954,2330.7164,595.16,820,7,54,1023360.0,116825.4186,1169.0359,509.5976,1.0688,0.0,0.0,0.0,32,0.056962,195,121,0,0.617089,0.382911,0.0,1.551086,26,0.082278,0.0,0.994712,0.494985,0.505152,1.000298,0.401767,0.304721,0.296896,0.504232,0.050056,0.197706,0.302282,0.498209,0.399517,0.051037,0.004904,0.001176,0.001037,0.004911,0.000882,0.000617,0.000398,0.001265,1e-05,0.000222,0.000669,0.001026,0.000869,8.1e-05
840,314,509,195,195,0,0,0,15,4.06604,0.0,11031.747281,368.388189,2907.545771,2328.142059,614.71,840,7,54,1048320.0,120005.2186,1186.1766,518.4073,1.0688,0.0,0.0,0.0,32,0.057325,194,120,0,0.617834,0.382166,0.0,1.5531,26,0.082803,0.000121,0.994769,0.494981,0.505058,1.000127,0.401926,0.305098,0.296919,0.50434,0.050089,0.197371,0.302271,0.498679,0.399478,0.051107,0.004891,0.001175,0.00103,0.00494,0.000896,0.000644,0.000397,0.001286,1.1e-05,0.000228,0.000672,0.001052,0.000865,8.2e-05
860,318,514,196,196,0,0,0,14,2.699159,0.0,10997.295719,374.218297,2903.082543,2325.876345,626.3,860,7,54,1073280.0,123185.0186,1203.3247,525.3375,1.0688,0.0,0.0,0.0,32,0.053459,196,122,0,0.616352,0.383648,0.0,1.551551,25,0.078616,0.0,0.995317,0.494937,0.50512,1.000328,0.402034,0.305077,0.297119,0.504656,0.050089,0.197547,0.301785,0.499109,0.39953,0.051218,0.004939,0.001185,0.001018,0.004871,0.000885,0.00064,0.000393,0.001289,1.1e-05,0.000228,0.000655,0.001046,0.000857,8.1e-05
880,317,516,199,199,0,0,0,13,2.591258,0.0,10954.152287,375.334507,2902.074235,2323.694863,644.09,880,7,54,1098240.0,126377.1686,1220.4728,530.3066,1.0688,0.0,0.0,0.0,32,0.053628,194,123,0,0.611987,0.388013,0.0,1.54756,25,0.078864,0.0,0.994563,0.495024,0.505056,1.000593,0.402116,0.305205,0.29699,0.505039,0.050088,0.197671,0.301868,0.498919,0.399418,0.051237,0.004827,0.001183,0.001029,0.004874,0.000886,0.000641,0.000392,0.001294,1.1e-05,0.000227,0.000659,0.001046,0.000861,8.1e-05
900,316,517,201,201,0,0,0,13,3.272064,0.0,10913.766593,375.617772,2901.110164,2321.400078,663.67,900,7,54,1123200.0,129569.9686,1237.6209,532.9115,1.0688,0.0,0.0,0.0,32,0.053797,194,122,0,0.613924,0.386076,0.0,1.547658,25,0.079114,0.0,0.994853,0.49488,0.50516,1.000274,0.401861,0.305105,0.297105,0.505336,0.05006,0.197671,0.302066,0.499033,0.399461,0.0512,0.004769,0.001181,0.001031,0.004899,0.000858,0.00064,0.000396,0.001303,1.1e-05,0.000228,0.000652,0.001045,0.000863,8e-05
