tick,population,births_cum,deaths_cum,deaths_starvation,deaths_damage,deaths_predation,deaths_disaster,corpse_count,corpse_matter,corpse_energy,total_energy,total_biomass,nutrient_total,chemical_total,mean_age,max_age,max_generation,n_lineages,light_supply_cum,flow_light_cum,flow_chemical_cum,flow_nutrient_cum,flow_corpse_matter_cum,flow_corpse_energy_cum,flow_predation_energy_cum,flow_predation_matter_cum,top_lineage_id,top_lineage_frac,mean_body_size,mean_membrane_strength,mean_movement_power,mean_movement_efficiency,mean_sensory_range,mean_light_absorption,mean_chemical_absorption,mean_nutrient_absorption,mean_predation_efficiency,mean_corpse_digestion,mean_repair_rate,mean_damage_resistance,mean_reproduction_investment,mean_mutation_rate,var_body_size,var_membrane_strength,var_movement_power,var_movement_efficiency,var_sensory_range,var_light_absorption,var_chemical_absorption,var_nutrient_absorption,var_predation_efficiency,var_corpse_digestion,var_repair_rate,var_damage_resistance,var_reproduction_investment,var_mutation_rate
16580,576,7221,6645,6645,0,0,0,85,16.706862,0.0,18836.02444,680.878489,2582.41465,2400.0,3454.91,16580,20,77,20691840.0,3390032.9254,2503.9617,8370.2797,210.2579,0.0,0.0,0.0,54,0.03125,1.009104,0.492803,0.506119,1.026339,0.407382,0.366511,0.305236,0.495079,0.049138,0.202744,0.315802,0.495945,0.413908,0.049637,0.01589,0.004234,0.005731,0.033249,0.00219,0.008993,0.001695,0.002659,4.4e-05,0.0007,0.001629,0.004868,0.004426,0.000193
16600,572,7234,6662,6662,0,0,0,88,19.50728,0.0,18853.514739,676.811574,2583.681145,2400.0,3489.78,16600,20,77,20716800.0,3396001.9354,2505.9417,8386.6152,210.8024,0.0,0.0,0.0,48,0.031469,1.008694,0.491657,0.505885,1.026374,0.407326,0.368421,0.305415,0.496043,0.049074,0.202541,0.316148,0.495009,0.414667,0.04953,0.015592,0.004295,0.0058,0.034562,0.002278,0.009662,0.001657,0.002692,4.3e-05,0.000705,0.001649,0.00499,0.004584,0.000193
16620,579,7253,6674,6674,0,0,0,82,16.098374,0.0,18889.625364,680.488917,2583.412709,2400.0,3453.65,16620,20,77,20741760.0,3401985.1902,2507.9217,8404.6766,211.5012,0.0,0.0,0.0,48,0.032815,1.008164,0.490853,0.507348,1.028422,0.40739,0.368353,0.30515,0.496011,0.049018,0.202371,0.316452,0.495567,0.414591,0.049892,0.015701,0.004258,0.006039,0.035147,0.002335,0.009797,0.001658,0.002704,4.4e-05,0.00068,0.001672,0.005025,0.004655,0.000203
16640,586,7274,6688,6688,0,0,0,81,16.989944,0.0,18904.248555,682.323263,2580.686792,2400.0,3401.59,16640,21,76,20766720.0,3407996.158,2509.9017,8423.513,212.3518,0.0,0.0,0.0,48,0.03413,1.007579,0.491686,0.508355,1.028841,0.407615,0.369033,0.304854,0.495473,0.049023,0.202501,0.31681,0.497077,0.414462,0.050009,0.016178,0.004295,0.006164,0.034283,0.002398,0.010217,0.001732,0.002702,4.5e-05,0.000679,0.001774,0.004962,0.004895,0.000206
16660,599,7293,6694,6694,0,0,0,77,14.723987,0.0,18860.12145,696.30668,2568.969333,2400.0,3341.99,16660,21,76,20791680.0,3414007.1738,2511.8817,8444.4702,212.8339,0.0,0.0,0.0,48,0.03172,1.007052,0.49279,0.507661,1.027989,0.407377,0.367905,0.304495,0.495564,0.048984,0.202947,0.316777,0.497838,0.4145,0.049926,0.01612,0.004396,0.006086,0.034039,0.002468,0.010072,0.001706,0.002668,4.6e-05,0.000702,0.001789,0.004935,0.004965,0.000206
16680,597,7302,6705,6705,0,0,0,78,16.174646,0.0,18737.915747,703.878832,2559.946521,2400.0,3352.99,16680,21,76,20816640.0,3420018.3038,2513.8617,8464.8626,212.8339,0.0,0.0,0.0,23,0.031826,1.007255,0.493644,0.508148,1.028727,0.407278,0.367231,0.304347,0.49621,0.048981,0.202854,0.316405,0.49683,0.414534,0.049965,0.016067,0.004383,0.006092,0.034538,0.002484,0.009927,0.001687,0.00271,4.7e-05,0.000701,0.001782,0.00494,0.004899,0.000204
16700,595,7311,6716,6716,0,0,0,78,17.197207,0.0,18573.130882,709.062595,2553.740198,2400.0,3358.36,16700,21,76,20841600.0,3426030.9308,2515.8417,8482.6415,213.2213,0.0,0.0,0.0,23,0.033613,1.006823,0.494423,0.50757,1.028199,0.407392,0.366953,0.304027,0.496616,0.048933,0.202948,0.316771,0.496528,0.414781,0.049953,0.015777,0.004433,0.006056,0.034284,0.002503,0.009994,0.00166,0.002786,4.7e-05,0.00072,0.001791,0.004897,0.004926,0.000204
16720,594,7327,6733,6733,0,0,0,79,16.629082,0.0,18440.065298,702.686564,2560.684354,2400.0,3374.62,16720,21,76,20866560.0,3432065.3963,2517.8217,8498.2724,213.2955,0.0,0.0,0.0,23,0.03367,1.006014,0.494137,0.506371,1.026926,0.407062,0.367208,0.304736,0.49637,0.048858,0.203159,0.316349,0.495845,0.415106,0.049868,0.015995,0.004447,0.006098,0.034587,0.002477,0.010094,0.001695,0.002832,4.6e-05,0.000725,0.001773,0.005128,0.004899,0.000202
16740,597,7340,6743,6743,0,0,0,80,17.678924,0.0,18322.208396,705.701786,2556.61929,2400.0,3370.25,16740,21,76,20891520.0,3438110.0183,2519.8017,8513.9828,213.6344,0.0,0.0,0.0,23,0.033501,1.005206,0.495068,0.506148,1.026009,0.406381,0.366396,0.305414,0.496142,0.048859,0.203386,0.31615,0.495407,0.414013,0.049677,0.015655,0.004407,0.005785,0.033601,0.00237,0.009783,0.001731,0.002808,4.5e-05,0.000742,0.001753,0.00497,0.004838,0.000196
16760,595,7349,6754,6754,0,0,0,80,18.878825,0.0,18217.230536,705.820558,2555.300617,2400.0,3377.92,16760,21,76,20916480.0,3444163.1183,2521.7817,8527.282,214.0189,0.0,0.0,0.0,23,0.035294,1.003808,0.494365,0.507023,1.026551,0.406411,0.367241,0.305064,0.496203,0.04889,0.203451,0.315586,0.495194,0.413874,0.049714,0.015976,0.004559,0.005878,0.034053,0.002414,0.009845,0.001724,0.00284,4.4e-05,0.000745,0.001774,0.00504,0.004777,0.000197
