tick,population,births_cum,deaths_cum,deaths_starvation,deaths_damage,deaths_predation,deaths_disaster,corpse_count,corpse_matter,corpse_energy,total_energy,total_biomass,nutrient_total,chemical_total,mean_age,max_age,max_generation,n_lineages,light_supply_cum,flow_light_cum,flow_chemical_cum,flow_nutrient_cum,flow_corpse_matter_cum,flow_corpse_energy_cum,flow_predation_energy_cum,flow_predation_matter_cum,top_lineage_id,top_lineage_frac,mean_body_size,mean_membrane_strength,mean_movement_power,mean_movement_efficiency,mean_sensory_range,mean_light_absorption,mean_chemical_absorption,mean_nutrient_absorption,mean_predation_efficiency,mean_corpse_digestion,mean_repair_rate,mean_damage_resistance,mean_reproduction_investment,mean_mutation_rate,var_body_size,var_membrane_strength,var_movement_power,var_movement_efficiency,var_sensory_range,var_light_absorption,var_chemical_absorption,var_nutrient_absorption,var_predation_efficiency,var_corpse_digestion,var_repair_rate,var_damage_resistance,var_reproduction_investment,var_mutation_rate
20,196,196,0,0,0,0,0,0,0,0,5626.646701,130.658739,3149.341261,1900.051343,19.46,20,1,100,24960.0,1945.428,4.2472,50.6587,0.0,0.0,0.0,0.0,0,0.010204,1.001031,0.497461,0.500683,1.001886,0.39904,0.300552,0.300604,0.498492,0.050028,0.199877,0.301748,0.500156,0.401286,0.049929,0.001729,0.000452,0.000436,0.001408,0.00022,0.000148,0.000174,0.000368,5e-06,4.6e-05,0.000151,0.000429,0.000256,1.5e-05
40,197,197,0,0,0,0,0,0,0,0,5964.516642,192.102677,3087.897323,2288.396671,39.26,40,2,100,49920.0,3918.558,11.336,112.1027,0.0,0.0,0.0,0.0,91,0.015228,1.001048,0.497829,0.5004,1.001776,0.39909,0.300744,0.300572,0.49853,0.050058,0.199994,0.301842,0.500037,0.400924,0.049915,0.00172,0.000476,0.00045,0.001403,0.00022,0.000155,0.000174,0.000367,5e-06,4.8e-05,0.000152,0.00043,0.00028,1.5e-05
60,203,203,0,0,0,0,0,0,0,0,5976.185207,233.286501,3046.713499,2470.825762,57.98,60,2,100,74880.0,5891.688,21.419,153.2865,0.0,0.0,0.0,0.0,22,0.014778,1.000807,0.497467,0.500737,1.003195,0.398965,0.300807,0.300954,0.498269,0.050036,0.200318,0.301813,0.500009,0.401187,0.049948,0.001815,0.000476,0.000488,0.001608,0.00023,0.000174,0.000183,0.000391,5e-06,5.3e-05,0.000162,0.000465,0.000281,1.5e-05
80,204,208,4,4,0,0,0,3,1.836465,0.0,5876.662841,237.78441,3040.379125,2543.352307,76.35,80,2,100,99840.0,7864.818,33.1015,162.4485,0.0,0.0,0.0,0.0,28,0.019608,1.001954,0.497605,0.499791,1.002909,0.398439,0.300654,0.301498,0.498279,0.050068,0.200385,0.301724,0.500799,0.401375,0.049944,0.001761,0.000491,0.000536,0.001694,0.00024,0.000191,0.000172,0.000391,5e-06,5.6e-05,0.000164,0.000443,0.000276,1.5e-05
100,194,210,16,16,0,0,0,4,3.206597,0.0,5834.992204,228.889435,3047.903968,2570.757529,95.21,100,2,98,124800.0,9832.3125,44.5881,168.0882,0.0,0.0,0.0,0.0,28,0.020619,1.0015,0.497585,0.499046,1.00155,0.39867,0.300672,0.301461,0.498959,0.050059,0.200539,0.301369,0.501756,0.401895,0.050069,0.001694,0.000517,0.000529,0.001577,0.000232,0.000199,0.000167,0.00047,5e-06,6.3e-05,0.00017,0.000444,0.00027,1.5e-05
120,196,219,23,23,0,0,0,6,5.710514,0.0,5811.154117,226.872787,3047.416699,2580.839234,110.22,120,2,97,149760.0,11803.188,55.8283,174.5644,0.0,0.0,0.0,0.0,77,0.02551,1.001428,0.497914,0.499689,1.002429,0.399052,0.300799,0.301282,0.498675,0.05,0.200769,0.301516,0.50171,0.401934,0.049914,0.001727,0.000511,0.00055,0.001692,0.000229,0.000202,0.00018,0.000454,5e-06,6.4e-05,0.000177,0.000437,0.000274,1.6e-05
140,190,221,31,31,0,0,0,6,5.315199,0.0,5842.401218,223.866779,3050.818022,2584.259314,128.62,140,2,95,174720.0,13786.7535,67.5205,181.2673,0.0,0.0,0.0,0.0,77,0.026316,1.000791,0.498188,0.499784,1.002151,0.398917,0.301058,0.300876,0.499258,0.049944,0.200776,0.3012,0.501735,0.40196,0.049796,0.001649,0.000519,0.000551,0.001655,0.000236,0.000211,0.000175,0.000464,5e-06,6.4e-05,0.000172,0.000421,0.000298,1.4e-05
160,190,226,36,36,0,0,0,7,4.951231,0.0,5897.286725,223.219725,3051.829043,2585.48438,144.69,160,2,95,199680.0,15770.9535,79.2127,186.6905,0.0,0.0,0.0,0.0,77,0.031579,0.999984,0.498247,0.500512,1.003295,0.398949,0.30107,0.301041,0.498754,0.049977,0.201131,0.301109,0.502341,0.401712,0.049927,0.001646,0.000521,0.000557,0.001705,0.000242,0.000216,0.000184,0.000472,5e-06,7.6e-05,0.000179,0.000422,0.000308,1.5e-05
180,194,232,38,38,0,0,0,5,4.383708,0.0,5937.31143,226.605991,3049.0103,2586.311582,159.84,180,2,94,224640.0,17759.7585,90.2473,192.4727,0.0,0.0,0.0,0.0,77,0.030928,0.998742,0.498492,0.500632,1.002746,0.398908,0.30151,0.300917,0.498773,0.05002,0.201023,0.301177,0.502724,0.402098,0.049941,0.001767,0.000541,0.000547,0.001746,0.000244,0.000226,0.000187,0.000514,5e-06,7.9e-05,0.000196,0.000418,0.000314,1.5e-05
200,191,235,44,44,0,0,0,9,6.715655,0.0,5964.558905,224.969339,3048.315005,2586.247514,177.3,200,2,93,249600.0,19743.7695,101.9395,197.7016,0.5339,0.0,0.0,0.0,77,0.031414,0.998139,0.498371,0.501356,1.002311,0.399293,0.301379,0.300582,0.49813,0.049907,0.200836,0.301201,0.503075,0.40232,0.049899,0.001649,0.000519,0.00052,0.001767,0.000254,0.000215,0.000188,0.000494,5e-06,7.7e-05,0.000195,0.000373,0.000287,1.4e-05
